Clip_ID,Source_Strip,Start_VO_ID,End_VO_ID,Duration_Sec,Camera_Movement,Animation_Note,Veo_Prompt
PV_0012_C044,PV_0012_044,101,103,9.2,SLOW_PAN_RIGHT,"Stickman seated at table, occasional hand gesture or wine glass lift - minimal","Medium-tall stickman in dark blazer. Dot eyes, controlled smile. Plain wristwatch on left wrist. Two stickmen at regular Thursday coffee table in Viennese cafe. Subject and faceless target (blank white circle head, glasses, suit). Coffee cups, small pastries. Familiar friends routine. Warm European cafe interior with ornate mirrors and brass fixtures.. Camera: Slow horizontal pan right, steady pace. Stickman seated at table, occasional hand gesture or wine glass lift - minimal. Minimalist stickman animation, flat illustration style, warm European cafe background. Duration: 9.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C045,PV_0012_045,104,105,3.2,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, warm expression. Plain wristwatch on left wrist. Subject presenting wine bottle to faceless target stickman (blank white circle head, glasses, suit) at birthday dinner. Restaurant table with candle, small dessert plate. Target appearing moved, grateful. Warm European restaurant interior. Manipulated intimacy scene.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 3.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C046,PV_0012_046,106,106,5.2,STATIC,Text fades in line by line - otherwise static,"Dark charcoal background. Large bold white sans-serif text centered: 'You remembered because it was in the file.' Flat design, premium typography, minimal.. Camera: Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style, dark solid background. Duration: 5.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C047,PV_0012_047,107,107,3.2,SLOW_ZOOM_IN,Stickman breathes slightly (micro-movement) - otherwise still,"Medium-tall stickman in dark blazer over light shirt. Dot eyes, tense mouth. Plain wristwatch on left wrist. Subject seated listening to faceless target (blank white circle head, glasses) at intimate cafe table. Target gesturing emotionally. Subject's posture still, receiving confidences. Background fading from warm cafe tones to cool blue wash at edges. DREAD tint. Single pair at table, centered.. Camera: Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style, warm European background. Duration: 3.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C048,PV_0012_048,108,109,9.2,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, controlled expression. Plain wristwatch on left wrist. Same intimate cafe table. Faceless target (blank white circle head, glasses, suit) speaking openly, body language vulnerable. Subject nodding, maintaining performance. Wine glasses between them. Warm Viennese restaurant interior.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 9.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C049,PV_0012_049,110,111,8.3,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, controlled listening expression. Plain wristwatch on left wrist. Subject and target at restaurant table. Subject leaning back slightly, processing. Target animated in conversation. Warm interior candlelight. Subject performing empathy while calculating internally.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C050,PV_0012_050,112,113,5.6,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, troubled expression. Plain wristwatch on left wrist. Subject alone in cover apartment at night. Sitting on bed edge in dim room. European apartment bedroom with tall window showing Vienna night skyline. Trying to process moral cost. Failed self-explanation.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 5.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C051,PV_0012_051,114,116,8.3,SLOW_ZOOM_IN,Stickman breathes slightly (micro-movement) - otherwise still,"Medium-tall stickman in dark blazer, sleeves rolled up. Dot eyes, hollow expression. Plain wristwatch on left wrist. Subject typing on keyboard at safe house desk. Cold blue monitor glow on face. Sparse room - bare walls, single lamp, classified folder beside keyboard. Background fading to desaturated cold grey vignette at edges. DREAD atmosphere.. Camera: Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style, warm European background. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C052,PV_0012_052,117,119,9.7,SLOW_ZOOM_IN,"Water running animation, stickman hands rubbing slowly under stream - repetitive motion","Medium-tall stickman, blazer removed, light shirt only. Dot eyes, hollow expression. Plain wristwatch on left wrist. Subject standing at bathroom sink, hands under running water. Dark tiled bathroom. Blue-white fluorescent light harsh from above. Background fading to cool blue wash at edges. TENSION tint. Ritualistic hand-washing. Single subject centered.. Camera: Slow, gentle zoom in toward subject, 10% zoom over full duration. Water running animation, stickman hands rubbing slowly under stream - repetitive motion. Minimalist stickman animation, flat illustration style, cool-toned interior background. Duration: 9.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C053,PV_0012_053,120,121,6.1,SLOW_ZOOM_IN,"Water running animation, stickman hands rubbing slowly under stream - repetitive motion","Medium-tall stickman, light shirt, sleeves slightly pushed up. Dot eyes, blank expression. Plain wristwatch on left wrist. Close view of stickman hands under faucet water. Bathroom sink detail - ceramic basin, chrome tap, running water. Background faded to cool blue. Subject not understanding own compulsion. Automatic ritual.. Camera: Slow, gentle zoom in toward subject, 10% zoom over full duration. Water running animation, stickman hands rubbing slowly under stream - repetitive motion. Minimalist stickman animation, flat illustration style, cool-toned interior background. Duration: 6.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C054,PV_0012_054,122,125,8.8,SLOW_ZOOM_IN,Stickman breathes slightly (micro-movement) - otherwise still,"Medium-tall stickman in dark blazer. Dot eyes, distant expression. Plain wristwatch on left wrist. Subject standing at European apartment window at night, holding phone to ear. Vienna cityscape visible through glass - church spires, tiled rooftops, street lamps. Background fading from warm city lights to cool blue wash at edges. LONGING tint. Isolated figure, domestic distance.. Camera: Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style, warm European background. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C055,PV_0012_055,126,129,11.6,SLOW_ZOOM_IN,Stickman breathes slightly (micro-movement) - otherwise still,"Medium-tall stickman in dark blazer. Dot eyes, pained expression (mouth slightly downturned). Plain wristwatch on left wrist. Subject sitting in chair, phone held to ear with one hand, other hand gripping armrest. European apartment interior dim, single lamp. Small framed photo of family on shelf barely visible. Background fading to warm amber glow at edges. BITTERSWEET tint. Father missing his child's life.. Camera: Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style, warm European background. Duration: 11.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C056,PV_0012_056,130,132,7.9,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Child's drawing displayed prominently: four stick figures holding hands - one much smaller than others, separated by distance. Crayon rainbow, simple house. Drawing pinned to wall or held. Warm amber tones surrounding the drawing. Simple, childlike art style within the illustration.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 7.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C057,PV_0012_057,133,134,6.0,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, hollow expression. Plain wristwatch on left wrist. Subject slumped in European apartment chair after phone call. Phone resting on armrest. Vienna apartment interior - tall windows with curtains drawn, minimal furniture. Evening darkness. Subject alone in someone else's apartment. Martin Kessler's chair.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 6.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C058,PV_0012_058,135,135,2.8,SLOW_ZOOM_IN,"Stickman wrist micro-shift, watch hands barely visible tick - otherwise still","Extreme close-up of stickman left wrist wearing plain watch. Thin black line arm emerging from dark blazer sleeve. Watch face visible - simple circle, two lines for hands. Background completely faded to warm amber glow. BITTERSWEET tint. Whose time is this keeping? Only constant object.. Camera: Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman wrist micro-shift, watch hands barely visible tick - otherwise still. Minimalist stickman animation, flat illustration style, warm European background. Duration: 2.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C059,PV_0012_059,136,136,4.7,STATIC,Text fades in line by line - otherwise static,"Dark navy background. Large bold white sans-serif text centered: 'You're not sure whose time it's keeping.' Flat design, premium typography, minimal.. Camera: Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style, dark solid background. Duration: 4.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C060,PV_0012_060,137,137,8.3,SLOW_PAN_RIGHT,Stickman walking toward car or crouching beside wheel - simple movement,"Underground parking garage scene. Faceless stickman (blank white circle head, civilian clothes) placing car keys under rubber floor mat of parked sedan. Concrete pillars, fluorescent tube lighting, painted parking lines. Anonymous handoff in dim garage. No interaction, no communication.. Camera: Slow horizontal pan right, steady pace. Stickman walking toward car or crouching beside wheel - simple movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C061,PV_0012_061,138,138,7.8,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, neutral expression. Plain wristwatch on left wrist. Subject seated in dentist chair. Faceless dentist stickman (blank white circle head, white coat) treating subject. European dental office interior - examination lamp overhead, dental instruments, clean white walls. False name scenario.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C062,PV_0012_062,139,140,7.8,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Viennese apartment building lobby. Faceless female stickman (blank white circle head, civilian blouse, shoulder bag) handing apartment key to subject stickman (dark blazer, dot eyes, wristwatch). No questions exchanged. European lobby with marble floor, iron mailboxes, ornate door frame. Sayanim helper interaction - anonymous, loyal, unquestioning.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C063,PV_0012_063,141,142,7.8,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, neutral expression. Plain wristwatch on left wrist. Subject walking past Vienna synagogue or community center. Three faceless civilian stickmen (blank white circle heads, various civilian clothes) visible at different distances - the sayanim network, unseen supporters. European architecture, warm lighting. Network of invisible helpers.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C064,PV_0012_064,143,145,9.8,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, distant expression. Plain wristwatch on left wrist. Subject walking alone on Vienna street at night. Lamplight on wet cobblestones. Using others' loyalty without acknowledgment. Passing a parked car - keys already placed by a helper now gone. European nighttime street, detailed architecture, amber street lamps. Solitary operative benefiting from invisible network.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 9.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C065,PV_0012_065,146,147,7.9,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, contemplative expression. Plain wristwatch on left wrist. Subject standing at Vienna apartment window, looking out at nighttime street below. Thinking about the car owner, the helpers, their families. Interior: European apartment, curtains parted, city lights through glass. Reflective moment.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm European background. Duration: 7.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C066,PV_0012_066,148,151,7.9,SLOW_PAN_RIGHT,"Stickman seated at table, occasional hand gesture or wine glass lift - minimal","Medium-tall stickman in dark blazer over light shirt. Dot eyes, controlled smile. Plain wristwatch on left wrist. Subject arriving at warm German townhouse doorway. Faceless target stickman (blank white circle head, glasses, suit jacket) welcoming at door. Small faceless child stickman (blank white circle head, two pigtail lines, dress) peeking from behind. Warm European residential exterior - stone steps, potted plants, amber porch light. Evening.. Camera: Slow horizontal pan right, steady pace. Stickman seated at table, occasional hand gesture or wine glass lift - minimal. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 7.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C067,PV_0012_067,152,154,9.2,SLOW_PAN_RIGHT,"Stickman seated at table, occasional hand gesture or wine glass lift - minimal","Warm German dining room interior. Faceless female stickman (blank white circle head, apron) at kitchen counter preparing food. Small faceless child stickman (blank white circle head, pigtails, dress) placing plates on wooden table. Family home warmth - checked tablecloth, hanging lamp, window with curtain, family touches. Subject stickman (blazer, dot eyes, frozen smile, wristwatch) standing in doorway observing.. Camera: Slow horizontal pan right, steady pace. Stickman seated at table, occasional hand gesture or wine glass lift - minimal. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 9.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C068,PV_0012_068,155,157,10.2,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, frozen neutral expression. Plain wristwatch on left wrist. Subject standing in child's bedroom. Crayon drawings taped to wall - stick figure families, animals, rainbow. Small desk with crayon box (teeth marks on edge). Child-height furniture. Warm bedroom with stuffed toys, colorful blanket. Subject staring at drawings.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C069,PV_0012_069,158,160,11.6,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, stiff expression. Plain wristwatch on left wrist. Subject in kitchen doorway being called by faceless target (blank white circle head, glasses) from kitchen counter with open wine bottle and glasses. Warm German kitchen - wooden cabinets, hanging pots, tile backsplash, warm overhead light. Subject frozen between child's room and kitchen.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 11.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C070,PV_0012_070,161,163,8.3,SLOW_ZOOM_IN,"Stickman holding phone to ear, slight head tilt - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, tense mouth. Plain wristwatch on left wrist. Subject in small guest bathroom. Phone glowing in hand showing single word message. Bathroom interior - small mirror, sink, towel rack, closed door. Tight space. Blue-white harsh bathroom light from above. Subject alone with phone screen glow.. Camera: Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman holding phone to ear, slight head tilt - minimal movement. Minimalist stickman animation, flat illustration style, cool-toned interior background. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C071,PV_0012_071,164,166,9.3,SLOW_ZOOM_IN,"Stickman breathes slightly, jaw tightens - micro-movement, otherwise still","Medium-tall stickman in dark blazer. Dot eyes, tight jaw expression (tense mouth line). Plain wristwatch on left wrist. Subject staring at own reflection in bathroom mirror. Mirror reflection showing stickman face directly. Jaw tight. Background fading from bathroom tiles to desaturated cold grey vignette at edges. DREAD tint. Single subject, centered, confronting self.. Camera: Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly, jaw tightens - micro-movement, otherwise still. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 9.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C072,PV_0012_072,167,169,7.4,SLOW_PAN_RIGHT,"Stickman seated at table, occasional hand gesture or wine glass lift - minimal","Medium-tall stickman in dark blazer. Dot eyes, controlled smile returned. Plain wristwatch on left wrist. Subject walking back to dinner table from bathroom hallway. Family dining room ahead - warm light, target and family seated at table with food and wine. Subject composing expression. Transition from cold bathroom to warm dining room.. Camera: Slow horizontal pan right, steady pace. Stickman seated at table, occasional hand gesture or wine glass lift - minimal. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 7.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C073,PV_0012_073,170,172,7.8,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, performing warm smile. Plain wristwatch on left wrist. Subject at dinner table pouring wine, laughing at joke. Faceless target (blank white circle head, glasses) laughing beside. Faceless wife stickman (blank white circle head) smiling. Warm German dining room, food on table, candlelight. Perfect performance - nobody notices anything wrong.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C074,PV_0012_074,173,175,6.5,SLOW_PAN_RIGHT,"Stickman seated at table, occasional hand gesture or wine glass lift - minimal","Medium-tall stickman in dark blazer. Dot eyes, steady neutral expression. Plain wristwatch on left wrist. Same dinner table scene. Subject's hand steady on wine glass. Voice steady. Close framing on subject at table among faceless family stickmen. Everything appearing normal. Warm domestic interior, hanging lamp, family dinner atmosphere. Dissonance between performance and reality.. Camera: Slow horizontal pan right, steady pace. Stickman seated at table, occasional hand gesture or wine glass lift - minimal. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 6.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C075,PV_0012_075,176,176,2.9,STATIC,Text fades in line by line - otherwise static,"Dark grey background. Large bold white sans-serif text centered: 'Everything is steady.' Flat design, premium typography, minimal. Tiny stickman silhouette bottom-right.. Camera: Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style, dark solid background. Duration: 2.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C076,PV_0012_076,177,178,7.8,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, conflicted expression. Plain wristwatch on left wrist. Same dining room. Subject seated at table, internal deliberation. Possibility of refusal. Faceless family around table, drawings on wall behind, warm domestic scene. Subject could stand and confess. Nobody forcing. Choice point.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C077,PV_0012_077,179,181,7.4,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, strained expression. Plain wristwatch on left wrist. Imagined confession scene - subject standing at dinner table, family looking up. No gun visible, no threat, just domestic warmth and a choice. Living room visible behind with family photos on shelf. Quiet European home interior. Moment of maximum moral pressure.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 7.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C078,PV_0012_078,182,183,5.1,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Same dining room. No weapon, no coercion. Subject seated among family. Small faceless child stickman (blank white circle head, pigtails) laughing in adjacent room doorway. Drawings on wall. Warm domestic interior. The absence of threat makes the choice entirely personal.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C079,PV_0012_079,184,185,10.7,SLOW_PAN_RIGHT,"Stickman seated at table, occasional hand gesture or wine glass lift - minimal","Wide angle of German dining room. Warm domestic setting - drawings on wall, child's laughter implied, wine on table, family gathered. Subject stickman (blazer, dot eyes, frozen smile, wristwatch) at table center. Warm amber lamplight. This is a dining room, not a battlefield.. Camera: Slow horizontal pan right, steady pace. Stickman seated at table, occasional hand gesture or wine glass lift - minimal. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 10.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C080,PV_0012_080,186,187,9.2,SLOW_ZOOM_IN,Stickman breathes slightly (micro-movement) - otherwise still,"Extreme close-up of stickman hand reaching for wine glass. Fingers trembling - slight shake lines around fingertips. Half-second frozen. Glass stem under unsteady grip. Background fading to desaturated cold grey vignette. DREAD tint. Micro-crack moment - the body betraying the performance. Single hand, centered frame.. Camera: Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 9.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C081,PV_0012_081,188,190,5.6,SLOW_ZOOM_IN,Stickman breathes slightly (micro-movement) - otherwise still,"Same close-up of stickman hand now gripping wine glass firmly. Trembling stopped. Fingers closed hard on stem. Control regained. Nobody saw the micro-crack. Background fading to grey. Subject choosing to stay, to smile, to continue. The deliberate choice made physically. Single hand, decisive grip.. Camera: Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 5.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C082,PV_0012_082,191,191,4.8,STATIC,Text fades in line by line - otherwise static,"Dark charcoal background. Large bold white sans-serif text centered: 'You choose to finish the wine.' Flat design, premium typography, minimal.. Camera: Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style, dark solid background. Duration: 4.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C083,PV_0012_083,192,195,9.3,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, controlled warm smile. Plain wristwatch on left wrist. Subject steering dinner conversation. Faceless target (blank white circle head, glasses) talking freely, relaxed. Wine glasses, dinner remains on warm table. German dining room, amber lamplight. Subject extracting intelligence through performed friendship.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 9.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C084,PV_0012_084,196,197,8.3,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, frozen neutral. Plain wristwatch on left wrist. Small faceless child stickman (blank white circle head, pigtails, dress) returning from hallway holding a crayon drawing, offering it to subject. Subject and child at table. Dining room, warm light, drawing held up. Child's gift to a man who will betray her father.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C085,PV_0012_085,198,199,7.8,SLOW_PAN_RIGHT,"Stickman seated at table, occasional hand gesture or wine glass lift - minimal","Close view of child's drawing: two stickmen at a table, one smiling. Simple crayon art, childlike proportions. Subject stickman's hands visible holding the drawing, folding it carefully. Blazer sleeve and wristwatch visible. Putting drawing in jacket pocket. Warm dining room blur behind.. Camera: Slow horizontal pan right, steady pace. Stickman seated at table, occasional hand gesture or wine glass lift - minimal. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C086,PV_0012_086,200,202,7.4,SLOW_PAN_RIGHT,"Stickman performs simple action (gesture, turn, step) - minimal movement","Medium-tall stickman in dark blazer. Dot eyes, neutral expression. Plain wristwatch on left wrist. Subject at front door saying goodbye. Faceless wife (blank white circle head, dark hair curves) hugging subject. Small faceless child (blank white circle head, pigtails) waving from lit window above. German townhouse exterior, porch light, stone steps. Night. Subject departing.. Camera: Slow horizontal pan right, steady pace. Stickman performs simple action (gesture, turn, step) - minimal movement. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 7.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0012_C087,PV_0012_087,203,204,7.9,SLOW_PAN_RIGHT,Stickman walking forward at steady pace - simple leg/arm animation,"Medium-tall stickman in dark blazer. Dot eyes, hollow expression. Plain wristwatch on left wrist. Subject walking to parked car on dark European residential street. Not looking back. Drawing still in pocket. Cobblestone street, parked cars, amber street lamps, townhouses receding. Night atmosphere, solitary figure departing.. Camera: Slow horizontal pan right, steady pace. Stickman walking forward at steady pace - simple leg/arm animation. Minimalist stickman animation, flat illustration style, warm domestic interior background. Duration: 7.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
