Clip_ID,Source_Strip,Start_VO_ID,End_VO_ID,Duration_Sec,Camera_Movement,Animation_Note,Veo_Prompt
PV_0001_C067,PV_0001_067,114,114,8.4,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C068,PV_0001_068,115,116,6,SLOW_ZOOM_IN,"Stickman breathes slightly (micro-movement) - otherwise still","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style. Duration: 6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C069,PV_0001_069,117,117,12,SLOW_ZOOM_IN,"Stickman breathes slightly (micro-movement) - otherwise still","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style. Duration: 12 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C070,PV_0001_070,118,119,10.2,SLOW_ZOOM_IN,"Stickman breathes slightly (micro-movement) - otherwise still","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C071,PV_0001_071,120,126,11.8,SLOW_PULL_BACK,"Hands remain still, slight breathing movement - immersive","First-person POV illustration. Two simple flat black stickman hands at bottom frame corners. Slow camera pull back (dolly out), revealing scale of environment. Hands remain still, slight breathing movement - immersive. Minimalist stickman animation, flat illustration style. Duration: 11.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C072,PV_0001_072,127,131,10.8,SLOW_PULL_BACK,"Hands remain still, slight breathing movement - immersive","First-person POV illustration. Two simple flat black stickman hands at bottom frame corners. Slow camera pull back (dolly out), revealing scale of environment. Hands remain still, slight breathing movement - immersive. Minimalist stickman animation, flat illustration style. Duration: 10.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C073,PV_0001_073,132,133,6.6,SLOW_PULL_BACK,"Hands remain still, slight breathing movement - immersive","First-person POV illustration. Two simple flat black stickman hands at bottom frame corners. Slow camera pull back (dolly out), revealing scale of environment. Hands remain still, slight breathing movement - immersive. Minimalist stickman animation, flat illustration style. Duration: 6.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C074,PV_0001_074,134,136,9.2,SLOW_ZOOM_IN,"Stickman breathes slightly (micro-movement) - otherwise still","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style. Duration: 9.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C075,PV_0001_075,137,137,6.9,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 6.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C076,PV_0001_076,138,139,8.5,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C077,PV_0001_077,140,141,7.5,SLOW_ZOOM_IN,"Stickman breathes slightly (micro-movement) - otherwise still","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style. Duration: 7.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C078,PV_0001_078,142,143,5.2,SLOW_ZOOM_IN,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 5.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C079,PV_0001_079,144,144,10.7,STATIC,"Left panel fades, right panel fades in - crossfade transition","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Left panel fades, right panel fades in - crossfade transition. Minimalist stickman animation, flat illustration style. Duration: 10.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C080,PV_0001_080,145,147,10.2,STATIC,"Left panel fades, right panel fades in - crossfade transition","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Left panel fades, right panel fades in - crossfade transition. Minimalist stickman animation, flat illustration style. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C081,PV_0001_081,148,149,6.1,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 6.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C082,PV_0001_082,150,150,14.8,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 14.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C083,PV_0001_083,151,152,10.2,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C084,PV_0001_084,153,156,8.3,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C085,PV_0001_085,157,157,4.3,STATIC,"Text fades in line by line - otherwise static","Warm amber background. Large bold dark sans-serif text centered: 'MAYBE EVER. Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style. Duration: 4.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C086,PV_0001_086,158,158,6.9,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 6.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C087,PV_0001_087,159,159,5.5,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C088,PV_0001_088,160,161,10.6,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 10.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C089,PV_0001_089,162,163,11.1,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 11.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C090,PV_0001_090,164,165,5.2,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 5.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C091,PV_0001_091,166,167,8.9,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C092,PV_0001_092,168,168,12,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 12 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C093,PV_0001_093,169,173,10.5,STATIC,"Stickman breathes slightly (micro-movement) - otherwise still","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style. Duration: 10.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C094,PV_0001_094,174,176,9.1,STATIC,"Stickman breathes slightly (micro-movement) - otherwise still","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style. Duration: 9.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C095,PV_0001_095,177,177,8,STATIC,"Text fades in line by line - otherwise static","Warm amber background. Large bold dark sans-serif text centered: 'IT IS NOT FREEDOM. Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style. Duration: 8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C096,PV_0001_096,178,179,11.1,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 11.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C097,PV_0001_097,180,181,11.2,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 11.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C098,PV_0001_098,182,183,6.3,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 6.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C099,PV_0001_099,184,184,11.1,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 11.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C100,PV_0001_100,185,185,7.9,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 7.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C101,PV_0001_101,186,189,11.5,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 11.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C102,PV_0001_102,190,192,11.2,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 11.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C103,PV_0001_103,193,193,3.7,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 3.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C104,PV_0001_104,194,195,9.7,STATIC,"Both sides static, slight ambient movement in backgrounds","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Both sides static, slight ambient movement in backgrounds. Minimalist stickman animation, flat illustration style. Duration: 9.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C105,PV_0001_105,196,197,8.3,STATIC,"Both sides static, slight ambient movement in backgrounds","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Both sides static, slight ambient movement in backgrounds. Minimalist stickman animation, flat illustration style. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C106,PV_0001_106,198,199,8.4,STATIC,"Both sides static, slight ambient movement in backgrounds","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Fixed camera, no movement. Both sides static, slight ambient movement in backgrounds. Minimalist stickman animation, flat illustration style. Duration: 8.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C107,PV_0001_107,200,200,8.8,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C108,PV_0001_108,201,201,5.1,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C109,PV_0001_109,202,206,11.4,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 11.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C110,PV_0001_110,207,209,8.5,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C111,PV_0001_111,210,211,8.8,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C112,PV_0001_112,212,214,7.4,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 7.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C113,PV_0001_113,215,215,5.1,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C114,PV_0001_114,216,217,9.2,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 9.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C115,PV_0001_115,218,219,8.3,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C116,PV_0001_116,220,222,9.2,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 9.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C117,PV_0001_117,223,223,7.8,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 7.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C118,PV_0001_118,224,226,12,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 12 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C119,PV_0001_119,227,228,8.3,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C120,PV_0001_120,229,233,10.5,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 10.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C121,PV_0001_121,234,235,8.5,STATIC,"Text fades in line by line - otherwise static","Soft gold background. Large bold dark sans-serif text centered: 'YOU JUST SIT WITH IT.'. Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style. Duration: 8.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C122,PV_0001_122,236,237,6.5,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 6.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C123,PV_0001_123,238,238,6.1,SLOW_ZOOM_IN,"Stickman breathes slightly (micro-movement) - otherwise still","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly (micro-movement) - otherwise still. Minimalist stickman animation, flat illustration style. Duration: 6.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C124,PV_0001_124,239,243,10.7,SLOW_PAN_RIGHT,"Stickman subtle movement - slight weight shift or head turn","Minimalist stickman illustration. Simple stick figure with round white circle head and thin black body lines, no facial features. Slow horizontal pan right, steady pace. Stickman subtle movement - slight weight shift or head turn. Minimalist stickman animation, flat illustration style. Duration: 10.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C125,PV_0001_125,244,245,8,STATIC,"Text fades in line by line - otherwise static","Warm amber background. Large bold dark sans-serif text centered: 'YOU LEAVE IT THERE.'. Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style. Duration: 8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0001_C126,PV_0001_126,246,246,8.5,STATIC,"Text fades in line by line - otherwise static","Warm amber background. Large bold dark sans-serif text centered: 'BUT MAYBE — THAT IS THE ONE RIGHT NO ONE CAN TAKE FROM YOU.'. Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style. Duration: 8.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
