VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_JA,VO_VI,Word_Count_EN,Pause_After
114,PV_0001,BEAT_04_02,PHASE_CRISIS,CRISIS,NARRATION,"They announce prior commitments. The truth is simpler  -  you're not ready to be a symbol.","先約があると発表される。本当はもっと単純だ  -  シンボルになる準備ができていない。","Họ nói bạn bận việc trước. Sự thật đơn giản hơn  -  bạn chưa sẵn sàng làm biểu tượng.",15,1.0
115,PV_0001,BEAT_04_02b,PHASE_CRISIS,CRISIS,NARRATION,"The night of the convention you watch it on your laptop.","大会の夜、ノートパソコンでそれを見る。","Tối hôm diễn ra đại hội bạn xem trên laptop.",9,0
116,PV_0001,BEAT_04_02b,PHASE_CRISIS,CRISIS,NARRATION,"Alone.","一人で。","Một mình.",1,0.5
117,PV_0001,BEAT_04_02b,PHASE_CRISIS,CRISIS,NARRATION,"The room is loud on screen. In your room it's just the fan. And the crowd through the speakers in a way that doesn't feel real.","画面の中は騒々しい。自分の部屋にはファンの音だけ。群衆の音がスピーカー越しにこえるが、現実のものに感じられない。","Trên màn hình thì ồn. Trong phòng bạn chỉ có quạt. Và tiếng đám đông qua loa theo cách không thấy thật.",18,0
118,PV_0001,BEAT_04_02b,PHASE_CRISIS,CRISIS,NARRATION,"Your name comes up twice. Both times you look away.","あなたの名前が二度出る。そのたび、目をそらす。","Tên bạn xuất hiện hai lần. Cả hai lần bạn nhìn đi chỗ khác.",10,0
119,PV_0001,BEAT_04_02b,PHASE_CRISIS,CRISIS,NARRATION,"You close the laptop at midnight. You don't remember falling asleep.","真夜中にノートパソコンを閉じる。いつ寝ていたのか分からない。","Bạn đóng laptop lúc nửa đêm. Bạn không nhớ mình ngủ lúc nào.",12,0.5
120,PV_0001,BEAT_04_02b,PHASE_CRISIS,CRISIS,NARRATION,"You turn it back on. Then off again.","また開く。また閉じる。","Bạn mở lại. Rồi tắt.",7,0
121,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"Inauguration.","就任式。","Nhậm chức.",1,0.3
122,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"Second time.","二度目。","Lần thứ hai.",2,0.3
123,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"Cold.","寒い。","Lạnh.",1,0.3
124,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"You're on the stage.","壇上にいる。","Bạn đứng trên sân khấu.",4,0
125,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"Your breath fogs.","息が白い。","Hơi thở thành sương.",3,0.3
126,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"Your fingers feel stiff.","指がこわばっている。","Ngón tay bạn cứng đờ.",4,0
127,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"You straighten your tie. Twice.","ネクタイを直す。二度。","Bạn chỉnh cà vạt. Hai lần.",5,0.3
128,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"You're taller than everyone up here.","ここにいる誰よりも背が高い。","Bạn cao hơn tất cả mọi người ở đây.",6,0
129,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"The cameras keep finding you.","カメラが何度もあなたを見つける。","Máy quay cứ tìm thấy bạn hoài.",5,0.3
130,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"You didn't speak.","話さなかった。","Bạn không phát biểu.",4,0
131,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"You didn't wave.","手を振らなかった。","Không vẫy tay.",4,0
132,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"You just stood there.","ただ立っていた。","Chỉ đứng đó.",4,0.5
133,PV_0001,BEAT_04_03,PHASE_CRISIS,CRISIS,WEIGHT_LINE,"And that was more than enough.","それだけで、十分すぎた。","Và thế là quá đủ rồi.",6,1.5
134,PV_0001,BEAT_04_03b,PHASE_CRISIS,REFLECT,NARRATION,"There is a reception after.","その後レセプションがある。","Có một buổi tiệc sau đó.",4,0
135,PV_0001,BEAT_04_03b,PHASE_CRISIS,REFLECT,NARRATION,"Someone hands you a drink. You hold it.","誰かが飲み物を渡す。持ったままにする。","Ai đó đưa bạn ly đồ uống. Bạn cầm lấy.",8,0
136,PV_0001,BEAT_04_03b,PHASE_CRISIS,REFLECT,NARRATION,"People are talking to you. You nod.","人々が話しかけてくる。うなずいている。","Mọi người đang nói chuyện với bạn. Bạn đang gật đầu.",8,0
137,PV_0001,BEAT_04_03b,PHASE_CRISIS,REFLECT,NARRATION,"You look for your mother in the crowd. She is there. You find her eventually.","群衆の中に母を探す。いる。最終的に見つける。","Bạn tìm mẹ trong đám đông. Bà ở đó. Bạn tìm ra.",13,0
138,PV_0001,BEAT_04_03b,PHASE_CRISIS,REFLECT,NARRATION,"She doesn't say anything. She just puts her hand on your arm.","何も言わない。ただ手をあなたの腕に置く。","Bà không nói gì. Chỉ đặt tay lên cánh tay bạn.",11,0
139,PV_0001,BEAT_04_03b,PHASE_CRISIS,REFLECT,WEIGHT_LINE,"That's it.","それだけ。","Chỉ vậy.",2,2.0
140,PV_0001,BEAT_04_04,PHASE_CRISIS,REFLECT,NARRATION,"The whole world is watching.","全世界が見ている。","Cả thế giới đang nhìn.",5,0
141,PV_0001,BEAT_04_04,PHASE_CRISIS,REFLECT,WEIGHT_LINE,"And you haven't said a single word.","そして一言も発していない。","Và bạn chưa nói một lời nào.",8,2.0
142,PV_0001,BEAT_04_03b,PHASE_CRISIS,REFLECT,NARRATION,"And then it's over.","そして終わる。","Rồi hết.",5,0
143,PV_0001,BEAT_04_03b,PHASE_CRISIS,REFLECT,WEIGHT_LINE,"And then  -  gone.","そして――消えた。","Rồi  -  hết.",4,2.0
144,PV_0001,BEAT_05_01,PHASE_RESOLUTION,TIME_MARKER,NARRATION,"The fall after everything, you enroll in a business school in New York  -  Manhattan, the same city where you were born.","すべてが終わった秋、ニューヨークのビジネススクールに入学する  -  マンハッタン、生まれた街と同じ。","Mùa thu sau tất cả, bạn vào học trường kinh doanh ở New York  -  Manhattan, thành phố nơi bạn sinh ra.",15,0.5
145,PV_0001,BEAT_05_01,PHASE_RESOLUTION,TIME_MARKER,NARRATION,"The subway rumbles under the building during lectures. You feel it in your chair.","講義中、地下鉄が建物の下を走る。椅子で振動を感じる。","Tàu điện ngầm rung dưới toà nhà giữa giờ giảng. Bạn cảm thấy nó qua ghế ngồi.",13,0
146,PV_0001,BEAT_05_01,PHASE_RESOLUTION,TIME_MARKER,NARRATION,"Same city. Same buildings.","同じ街。同じビル。","Cùng thành phố. Cùng những toà nhà.",6,0
147,PV_0001,BEAT_05_01,PHASE_RESOLUTION,TIME_MARKER,NARRATION,"You're bigger now though.","でも今はもっと大きい。","Nhưng bạn lớn hơn rồi.",5,0
148,PV_0001,BEAT_05_01,PHASE_RESOLUTION,TIME_MARKER,WEIGHT_LINE,"Not just taller.","背だけじゃない。","Không chỉ cao hơn.",3,1.5
149,PV_0001,BEAT_05_01b,PHASE_RESOLUTION,REFLECT,NARRATION,"First semester you eat alone a lot.","最初のセメスターは一人で食べることが多い。","Học kỳ đầu bạn hay ăn một mình.",6,0
150,PV_0001,BEAT_05_01b,PHASE_RESOLUTION,REFLECT,NARRATION,"Not because you have to. Because the cafeteria is loud and you have never been good at walking into a room full of people who all seem to already know each other.","しなきゃいけないからじゃない。食堂が山をので、お互いをもう知っているような人山の部屋に入るのが苦手だから。","Không phải vì bạn phải vậy. Vì căng-tin ồn à và bạn chưa bao giờ giỏi khoản bước vào phòng đầy người đã biết nhau hết rồi.",25,0
151,PV_0001,BEAT_05_01b,PHASE_RESOLUTION,REFLECT,NARRATION,"You find a corner table near the window. You can see the street from there.","窓際の隅のテーブルを見つける。そこから街が見える。","Bạn tìm một bàn góc gần cửa sổ. Từ đó nhìn ra đường được.",13,0
152,PV_0001,BEAT_05_01b,PHASE_RESOLUTION,REFLECT,NARRATION,"The table's sticky. You don't wipe it.","テーブルがべたつく。拭かない。","Bàn hơi dính. Bạn không lau.",6,0
153,PV_0001,BEAT_05_01b,PHASE_RESOLUTION,REFLECT,NARRATION,"Taxis. People walking. Normal things.","タクシー。歩いている人。ふつうのこと。","Taxi. Người đi bộ. Những thứ bình thường.",6,0
154,PV_0001,BEAT_05_01b,PHASE_RESOLUTION,REFLECT,NARRATION,"You eat and watch them.","食べながら見ている。ここ数年で一番普通の気分だ。","Bạn ăn và xem họ và đó là cảm giác bình thường nhất trong nhiều năm.",14,0
155,PV_0001,BEAT_05_01b,PHASE_RESOLUTION,REFLECT,NARRATION,"It feels normal.","普通に感じる。","Cảm giác bình thường.",3,0
156,PV_0001,BEAT_05_01b,PHASE_RESOLUTION,REFLECT,NARRATION,"Or close to it.","それに近い。","Hoặc gần gần vậy.",5,0.5
157,PV_0001,BEAT_05_01b,PHASE_RESOLUTION,REFLECT,WEIGHT_LINE,"Maybe ever. You don't question it.","もしかしたら、おそらく人生で。","Có lẽ là từ trước đến giờ.",4,1.5
158,PV_0001,BEAT_05_02,PHASE_RESOLUTION,RESOLVE,NARRATION,"The agents still follow you  -  into the lecture hall, outside your door at night.","エージェントはまだついてくる  -  講義室の中まで、夜はドアの外に。","Nhân viên an ninh vẫn theo  -  vào giảng đường, đứng ngoài cửa phòng ban đêm.",14,0
159,PV_0001,BEAT_05_02,PHASE_RESOLUTION,RESOLVE,NARRATION,"You forget what you were about to say. It doesn't come back.","言おうとしていたことを忘れる。思い出せない。","Bạn quên mình định nói gì. Không nhớ lại được.",12,0
160,PV_0001,BEAT_05_02b,PHASE_RESOLUTION,RESOLVE,NARRATION,"The other students figure it out by week two.","他の学生たちは二週目までに気づく。","Các sinh viên khác hiểu ra tới tuần hai.",8,0
161,PV_0001,BEAT_05_02b,PHASE_RESOLUTION,RESOLVE,NARRATION,"Some are cool about it. One guy asks if they can take a photo.","平気な人もいる。一人は写真を撮っていいかと聞いてくる。","Nhiều người bình thản. Một người hỏi có thể chụp ảnh không.",12,0
162,PV_0001,BEAT_05_02b,PHASE_RESOLUTION,RESOLVE,NARRATION,"You say sure. He looks nervous the whole time. His hands are shaking a little.","いいよ、と答える。彼はずっと緊張している。手が少し震えている。","Bạn nói được thôi. Anh ta trông căng thẳng suốt. Tay run nhẹ.",14,0
163,PV_0001,BEAT_05_02b,PHASE_RESOLUTION,RESOLVE,NARRATION,"Someone says your name wrong. You don't correct them.","誰かがあなたの名前を間違える。訂正しない。","Ai đó nói sai tên bạn. Bạn không sửa.",9,0
164,PV_0001,BEAT_05_02b,PHASE_RESOLUTION,RESOLVE,NARRATION,"Your shoulders drop a little.","なぜそれで少し気が楽になるのか分からない。","Bạn không biết sao điều đó lại làm mình đỡ hơn.",9,0
165,PV_0001,BEAT_05_02b,PHASE_RESOLUTION,RESOLVE,WEIGHT_LINE,"But it does.","でもそうなる。","Nhưng vậy đấy.",3,1.5
166,PV_0001,BEAT_05_02,PHASE_RESOLUTION,RESOLVE,NARRATION,"Behind you, the soft creak of a leather shoe shifting weight.","後ろで、革靴が体重を移す小さなきしみ。","Phía sau bạn, tiếng kẽo kẹt nhẹ của giày da đổi trọng tâm.",10,0.5
167,PV_0001,BEAT_05_02,PHASE_RESOLUTION,RESOLVE,WEIGHT_LINE,"Some things don't change.","変わらないものもある。","Có những thứ không đổi.",4,1.5
168,PV_0001,BEAT_05_03,PHASE_RESOLUTION,REFLECT,NARRATION,"But for the first time in your life, you actually chose something  -  the school, the city, even the major  -  and nobody told you otherwise.","でも人生で初めて、自分で何かを選んだ  -  学校を、街を、専攻さえも  -  誰にも反対されなかった。","Nhưng lần đầu tiên trong đời, bạn thực sự tự chọn  -  trường, thành phố, cả ngành học  -  và không ai bảo bạn làm khác.",15,0
169,PV_0001,BEAT_05_03,PHASE_RESOLUTION,REFLECT,NARRATION,"Yeah.","うん。","Ừ.",1,0.5
170,PV_0001,BEAT_05_03,PHASE_RESOLUTION,REFLECT,NARRATION,"Business. Not law. Not politics. Not your father's path.","ビジネス。法律じゃない。政治じゃない。父の道じゃない。","Kinh doanh. Không phải luật. Không phải chính trị. Không phải con đường của cha.",10,0
171,PV_0001,BEAT_05_03,PHASE_RESOLUTION,REFLECT,NARRATION,"You think  - ","思う  - ","Bạn nghĩ  - ",2,0
172,PV_0001,BEAT_05_03,PHASE_RESOLUTION,REFLECT,NARRATION,"No.","いや。","Không.",1,0.3
173,PV_0001,BEAT_05_03,PHASE_RESOLUTION,REFLECT,NARRATION,"You chose this because you wanted to.","望んでいたから選んだ。","Bạn chọn vì bạn muốn.",7,0
174,PV_0001,BEAT_05_03,PHASE_RESOLUTION,REFLECT,NARRATION,"Or because it was the only thing left.","それとも残った唯一のものだったからか。","Hay vì đó là thứ duy nhất còn lại.",8,0
175,PV_0001,BEAT_05_03,PHASE_RESOLUTION,REFLECT,NARRATION,"You stop there.","それとも  - ","Hay  - ",1,0.3
176,PV_0001,BEAT_05_03,PHASE_RESOLUTION,REFLECT,NARRATION,"You don't think about it too long.","あまり長くは考えない。","Bạn không nghĩ về điều đó quá lâu.",7,0.5
177,PV_0001,BEAT_05_04,PHASE_RESOLUTION,REFLECT,WEIGHT_LINE,"It is not freedom. But it is the closest you have ever had.","自由じゃない。でも、これまでで一番近い自由だ。","Đó không phải tự do. Nhưng đó là gần nhất bạn từng có.",13,2.0
178,PV_0001,BEAT_06_01,PHASE_PRESENT,TIME_MARKER,NARRATION,"Sophomore year, you transfer to the campus in Washington.","二年生の秋、ワシントンのキャンパスに転校する。","Năm hai, bạn chuyển sang campus ở Washington.",8,0
179,PV_0001,BEAT_06_01,PHASE_PRESENT,TIME_MARKER,NARRATION,"You move back into the old house. This time, you think it's your choice.","あの家に戻る。今度は、自分の意思だと思っている。","Bạn quay lại ngôi nhà cũ. Lần này, bạn nghĩ đó là lựa chọn của mình.",14,0.5
180,PV_0001,BEAT_06_01,PHASE_PRESENT,TIME_MARKER,NARRATION,"You tell yourself you chose to come back. Most days, you believe it.","自分で戻ることを選んだと言い聞かせる。大抵の日は、信じている。","Bạn tự nhủ mình chọn quay lại. Phần lớn thời gian, bạn tin điều đó.",14,0.5
181,PV_0001,BEAT_06_01,PHASE_PRESENT,TIME_MARKER,NARRATION,"You try to remember the first time. You can't.","最初の時を思い出そうとする。思い出せない。","Bạn cố nhớ lần đầu tiên. Không nhớ nổi.",9,0.5
182,PV_0001,BEAT_06_02,PHASE_PRESENT,PRIVILEGE,NARRATION,"Your father calls you the king of the internet.","父はあなたを「インターネットの王」と呼ぶ。","Cha gọi bạn là vua internet.",8,0
183,PV_0001,BEAT_06_02,PHASE_PRESENT,PRIVILEGE,NARRATION,"You laugh. Kind of.","笑う。なんとなく。","Bạn cười. Kiểu vậy.",4,0.3
184,PV_0001,BEAT_06_02,PHASE_PRESENT,PRIVILEGE,NARRATION,"You're the one who connected the campaign to a generation that doesn't watch television  -  podcasters, streamers, kids with ring lights in their bedrooms.","テレビを見ない世代にキャンペーンを繋いだのはあなただ  -  ポッドキャスター、ストリーマー、部屋でリングライトを使う子たち。","Bạn là người kết nối chiến dịch với thế hệ không xem tivi  -  podcaster, streamer, những đứa trẻ có ring light trong phòng ngủ.",15,0
185,PV_0001,BEAT_06_02,PHASE_PRESENT,PRIVILEGE,NARRATION,"You understood them before anyone on the team did. Or at least  -  that's what people say.","チームの誰よりも先に、あなたは彼らを理解していた。少なくとも――みんなはそう言う。","Bạn hiểu họ trước bất kỳ ai trong đội. Ít nhất  -  người ta nói vậy.",15,0.5
186,PV_0001,BEAT_06_02b,PHASE_PRESENT,PRIVILEGE,NARRATION,"You think you know what they respond to.","彼らが何に反応するか分かる。誠実さ、ほとんど。","Bạn biết họ phản hồi với cái gì. Chân thành, phần lớn.",10,0
187,PV_0001,BEAT_06_02b,PHASE_PRESENT,PRIVILEGE,NARRATION,"Sincerity. Probably.","誠実さ。たぶん。","Chân thành. Chắc vậy.",3,0
188,PV_0001,BEAT_06_02b,PHASE_PRESENT,PRIVILEGE,NARRATION,"At least the appearance of it.","少なくとも、その見た目。","Hoặc ít nhất là vẻ bề ngoài của nó.",7,0
189,PV_0001,BEAT_06_02b,PHASE_PRESENT,PRIVILEGE,NARRATION,"Which is the same thing when it's done right.","うまくやれば、同じことだ。","Đó là cùng một thứ khi làm đúng cách.",9,0
190,PV_0001,BEAT_06_02b,PHASE_PRESENT,PRIVILEGE,NARRATION,"You file that away. You don't look at it.","それを心にしまう。見ないようにする。","Bạn cất điều đó đi. Không nhìn lại.",10,0.5
191,PV_0001,BEAT_06_02b,PHASE_PRESENT,PRIVILEGE,NARRATION,"Sometimes you're talking to someone and you feel yourself being  - ","時々誰かと話していると、何かを感じる  - ","Đôi khi bạn đang nói chuyện với ai đó và bạn cảm thấy mình đang  - ",12,0
192,PV_0001,BEAT_06_02b,PHASE_PRESENT,PRIVILEGE,NARRATION,"Watched.","見られている。","Bị nhìn.",1,0.5
193,PV_0001,BEAT_06_02b,PHASE_PRESENT,PRIVILEGE,NARRATION,"Not just by the camera. By yourself.","カメラだけじゃない。自分自身にも。","Không chỉ bởi camera. Bởi chính mình.",8,0.5
194,PV_0001,BEAT_06_03,PHASE_PRESENT,CONSTRAINT,NARRATION,"You don't have a single social media account. Not one.","ソーシャルメディアのアカウントは一つもない。一つも。","Bạn không có lấy một tài khoản mạng xã hội. Không một cái.",11,0
195,PV_0001,BEAT_06_03,PHASE_PRESENT,CONSTRAINT,NARRATION,"But millions of people talk about you online every single day.","でも毎日、何百万もの人がオンラインであなたについて話している。","Nhưng hàng triệu người nói về bạn trên mạng mỗi ngày.",10,0
196,PV_0001,BEAT_06_03,PHASE_PRESENT,CONSTRAINT,NARRATION,"You hear someone say your name on the street. You don't turn around.","通りで誰かがあなたの名前を言うのが聞こえる。振り返らない。","Bạn nghe ai đó gọi tên mình ngoài đường. Bạn không quay lại.",14,0.5
197,PV_0001,BEAT_06_03,PHASE_PRESENT,CONSTRAINT,WEIGHT_LINE,"Everyone's got an opinion.","みんな意見を持っている。","Ai cũng có ý kiến.",4,0
198,PV_0001,BEAT_06_03,PHASE_PRESENT,CONSTRAINT,NARRATION,"Your clothes. Your face. Even your name - something about it.","服。顔。名前まで。","Quần áo. Mặt mũi. Cả cái tên.",7,0
199,PV_0001,BEAT_06_03,PHASE_PRESENT,CONSTRAINT,WEIGHT_LINE,"None of them asked.","誰も聞いてない。","Không ai hỏi.",4,1.5
200,PV_0001,BEAT_06_04,PHASE_PRESENT,CONFLICT,NARRATION,"People make accounts with your name  -  fake stories, edited photos, things you've never said attached to your face.","あなたの名前でアカウントが作られる  -  偽の話、加工された写真、言ったこともないことがあなたの顔に貼り付けられる。","Người ta lập tài khoản mang tên bạn  -  chuyện bịa, ảnh chỉnh sửa, những thứ bạn chưa bao giờ nói gắn vào mặt bạn.",15,0
201,PV_0001,BEAT_06_04,PHASE_PRESENT,CONFLICT,NARRATION,"Your thumb hovers over the screen. You put the phone face-down.","親指が画面の上で止まる。スマホを伏せて置く。","Ngón tay bạn lơ lửng trên màn hình. Bạn úp điện thoại xuống.",11,0
202,PV_0001,BEAT_06_05,PHASE_PRESENT,PRIVILEGE,NARRATION,"You open a message. Don't read it. Close it.","メッセージを開く。読まない。閉じる。","Bạn mở tin nhắn. Không đọc. Đóng lại.",8,0
203,PV_0001,BEAT_06_04,PHASE_PRESENT,CONFLICT,NARRATION,"You pick it back up.","また手に取る。","Bạn cầm lại.",4,0
204,PV_0001,BEAT_06_04,PHASE_PRESENT,CONFLICT,NARRATION,"Then put it down again.","また伏せる。","Rồi úp xuống lại.",4,0.3
205,PV_0001,BEAT_06_04,PHASE_PRESENT,CONFLICT,NARRATION,"Nothing.","何もない。","Không có gì.",1,0.5
206,PV_0001,BEAT_06_04,PHASE_PRESENT,CONFLICT,WEIGHT_LINE,"You never respond.","絶対に反応しない。","Bạn không bao giờ đáp lại.",3,0
207,PV_0001,BEAT_06_04,PHASE_PRESENT,CONFLICT,NARRATION,"Not once.","一度も。","Không một lần.",2,0
208,PV_0001,BEAT_06_04,PHASE_PRESENT,CONFLICT,NARRATION,"You don't know if that's strength. Or something else.","それが強さなのか。それとも何か別のものなのか。","Bạn không biết đó là sức mạnh. Hay thứ gì khác.",10,1.0
209,PV_0001,BEAT_06_04,PHASE_PRESENT,CONFLICT,NARRATION,"You wait.","待つ。","Bạn chờ.",2,1.5
210,PV_0001,BEAT_06_05,PHASE_PRESENT,PRIVILEGE,NARRATION,"People pitch you things in conference rooms  -  apps, drinks, buildings.","会議室で色々なものを提案される  -  アプリ、飲料、ビル。","Người ta rao bán đủ thứ trong phòng họp  -  ứng dụng, đồ uống, toà nhà.",12,0
211,PV_0001,BEAT_06_05,PHASE_PRESENT,PRIVILEGE,NARRATION,"Your phone buzzes once. You don't check it.","スマホが一度振動する。確認しない。","Điện thoại bạn rung một cái. Bạn không kiểm tra.",10,0
212,PV_0001,BEAT_06_05,PHASE_PRESENT,PRIVILEGE,NARRATION,"You tap the screen once. Just to see it light up.","画面を一度タップする。光るのを見るためだけに。","Bạn chạm màn hình một lần. Chỉ để thấy nó sáng lên.",10,0
213,PV_0001,BEAT_06_05,PHASE_PRESENT,PRIVILEGE,NARRATION,"You're building something.","何かを作り始めている。","Bạn đang xây dựng thứ gì đó.",3,0
214,PV_0001,BEAT_06_05,PHASE_PRESENT,PRIVILEGE,NARRATION,"Maybe.","たぶん。","Có lẽ.",1,0.5
215,PV_0001,BEAT_06_05,PHASE_PRESENT,PRIVILEGE,NARRATION,"Someone at a meeting calls you 'sir.' You almost laugh.","会議で誰かに「サー」と呼ばれる。思わず笑いそうになる。","Ai đó trong cuộc họp gọi bạn là 'thưa ông.' Bạn suýt bật cười.",10,0.5
216,PV_0001,BEAT_06_06,PHASE_PRESENT,REFLECT,NARRATION,"You attend the address to the nation. Front row.","国民向けの演説に出席する。最前列。","Bạn dự buổi phát biểu trước quốc dân. Hàng đầu.",8,0
217,PV_0001,BEAT_06_06,PHASE_PRESENT,REFLECT,NARRATION,"Someone hands you a glass of water. You don't drink it.","誰かが水を一杯渡す。飲まない。","Ai đó đưa bạn ly nước. Bạn không uống.",10,0
218,PV_0001,BEAT_06_06,PHASE_PRESENT,REFLECT,NARRATION,"The seat is narrow. Your knees don't quite fit.","席が狭い。膝が収まらない。","Ghế hơi chật. Đầu gối bạn không vừa.",8,0
219,PV_0001,BEAT_06_06,PHASE_PRESENT,REFLECT,NARRATION,"You're taller than every legislator in the chamber.","議場のすべての議員より背が高い。","Bạn cao hơn mọi nghị sĩ trong phòng.",7,0.5
220,PV_0001,BEAT_06_06b,PHASE_PRESENT,REFLECT,NARRATION,"There are events. Dinners. Things with names.","イベントがある。ディナー。名前のあるもの。","Có những sự kiện. Bữa tối. Những thứ có tên gọi.",8,0
221,PV_0001,BEAT_06_06b,PHASE_PRESENT,REFLECT,NARRATION,"The air feels thick. Too many people.","空気が重い。人が多すぎる。","Không khí đặc quánh. Quá nhiều người.",6,0
222,PV_0001,BEAT_06_06b,PHASE_PRESENT,REFLECT,NARRATION,"You go to some of them.","いくつかは出席する。","Bạn đi một số.",5,0
223,PV_0001,BEAT_06_06b,PHASE_PRESENT,REFLECT,NARRATION,"You stand near the edge of the room because there's no other option. You're too visible anywhere.","他に選択肢がないので部屋の端近くに立つ。どこにいても目立ちすぎる。","Bạn đứng gần mép phòng vì không có lựa chọn khác. Bạn quá dễ nhìn thấy ở đâu cũng vậy.",17,0
224,PV_0001,BEAT_06_06b,PHASE_PRESENT,REFLECT,NARRATION,"Someone always comes up. Someone always has a story about knowing your father.","必ず誰かが近づいてくる。必ず父を知っているという話をする。","Luôn có người tiến lại. Luôn có chuyện về việc quen cha bạn.",12,0
225,PV_0001,BEAT_06_06b,PHASE_PRESENT,REFLECT,NARRATION,"You listen. You nod.","聞く。うなずく。","Bạn nghe. Bạn gật.",4,0
226,PV_0001,BEAT_06_06b,PHASE_PRESENT,REFLECT,NARRATION,"You shake someone's hand. They hold it too long.","誰かと握手する。相手が長く握りすぎる。","Bạn bắt tay ai đó. Họ nắm hơi lâu.",8,0
227,PV_0001,BEAT_06_06b,PHASE_PRESENT,REFLECT,NARRATION,"You check your watch. Then you remember you're not wearing one.","時計を確認する。つけていないことに気づく。","Bạn nhìn đồng hồ. Rồi nhớ ra mình không đeo.",10,0
228,PV_0001,BEAT_06_06b,PHASE_PRESENT,REFLECT,NARRATION,"You look at the window instead.","代わりに窓の外を見る。","Bạn nhìn ra cửa sổ thay vào đó.",6,0.5
229,PV_0001,BEAT_06_07,PHASE_PRESENT,REFLECT,NARRATION,"You still haven't spoken publicly. Not once.","まだ一度も公に発言していない。一度も。","Bạn vẫn chưa một lần phát biểu công khai.",7,0
230,PV_0001,BEAT_06_07,PHASE_PRESENT,REFLECT,NARRATION,"You almost  - ","危うく  - ","Bạn suýt  - ",2,0
231,PV_0001,BEAT_06_07,PHASE_PRESENT,REFLECT,NARRATION,"Nothing.","何もない。","Không có gì.",1,0.3
232,PV_0001,BEAT_06_07,PHASE_PRESENT,REFLECT,NARRATION,"You haven't said a word.","一言も発していない。","Bạn chưa nói một lời nào.",6,0
233,PV_0001,BEAT_06_07,PHASE_PRESENT,REFLECT,NARRATION,"Somehow that's what people remember.","なぜかそれが人々に記憶されている。","Kỳ lạ thay, đó là thứ người ta nhớ về bạn.",6,0.5
234,PV_0001,BEAT_06_07,PHASE_PRESENT,REFLECT,WEIGHT_LINE,"You just sit with it.","それをどうすればいいのか分からない。","Bạn không biết phải làm gì với điều đó.",8,2.0
235,PV_0001,BEAT_06_07,PHASE_PRESENT,REFLECT,NARRATION,"You don't like thinking about any of this.","このことは考えたくない。","Bạn không thích nghĩ về mấy thứ này.",7,0.5
236,PV_0001,BEAT_07_01,CALLBACK_CLOSE,CALLBACK,NARRATION,"Remember the tower? The penthouse in Manhattan?","あのタワーを覚えてる？マンハッタンのペントハウス？","Nhớ toà tháp không? Căn penthouse ở Manhattan?",7,0
237,PV_0001,BEAT_07_01,CALLBACK_CLOSE,CALLBACK,NARRATION,"The floor that was entirely yours?","あなただけのフロア？","Cả tầng là của bạn ấy?",6,0.5
238,PV_0001,BEAT_07_02,CALLBACK_CLOSE,REFLECT,NARRATION,"The whole floor was yours. But you never really lived there.","フロア全体があなたのものだった。でも本当にそこに住んだことはなかった。","Cả tầng là của bạn. Nhưng bạn chưa bao giờ thực sự sống ở đó.",12,1.0
239,PV_0001,BEAT_07_03,CALLBACK_CLOSE,REFLECT,NARRATION,"You are twenty years old.","あなたは二十歳だ。","Bạn hai mươi tuổi.",4,0.5
240,PV_0001,BEAT_07_03b,CALLBACK_CLOSE,REFLECT,NARRATION,"And nobody knows what happens next.","そして次に何が起きるか、誰も知らない。","Và không ai biết chuyện gì xảy ra tiếp theo.",8,0
241,PV_0001,BEAT_07_03b,CALLBACK_CLOSE,REFLECT,NARRATION,"Not even you.","あなたでさえ。","Kể cả bạn.",3,0.5
242,PV_0001,BEAT_07_03b,CALLBACK_CLOSE,REFLECT,NARRATION,"And that's fine.","それでいい。いや、違う。まだ分かっていない。","Và ổn thôi. Hoặc không. Bạn chưa tìm ra.",11,0.5
243,PV_0001,BEAT_07_03b,CALLBACK_CLOSE,REFLECT,NARRATION,"Or it's not.","いや、違う。","Hoặc không.",3,0
244,PV_0001,BEAT_07_03b,CALLBACK_CLOSE,REFLECT,NARRATION,"You leave it there.","まだ分かっていない。","Bạn chưa tìm ra.",6,0.5
245,PV_0001,BEAT_07_03,CALLBACK_CLOSE,REFLECT,WEIGHT_LINE,"And you still have not decided who you are.","そしてまだ、自分が誰なのか決めていない。","Và bạn vẫn chưa quyết định mình là ai.",9,1.5
