"Slate","Start_VO_ID","End_VO_ID","Life_Phase","Scene_Type","Image_Prompt"
"PV_0008_036","24","24","PHASE_CRISIS","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Desert launch pad  -  single rocket on pad, last one. Tall stickman with broadening build in button-up shirt, sleeves rolled, standing at base of rocket looking up. Round white circle head, intense dot eyes with bags, dark thinning receding hair, clean-shaven. Everything on this pad. If it fails both companies die. Desert  -  flat horizon, single launch tower, clear sky. Rocket gleaming in sunlight. Last chance. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_037","24","24","PHASE_CRISIS","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  tall stickman with broadening build, round white circle head, intense dot eyes with prominent bags, dark thinning receding hair, clean-shaven. Hands gripping control panel railing in trailer  -  knuckles white. Rocket visible through trailer window on pad. Everything owned on that pad in desert. Background fades from desert trailer to warm amber vignette. Terror and determination. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_038","25","25","PHASE_CRISIS","TEXT_OVERLAY","Dark desert background  -  faint rocket silhouette on pad, single tower against star-lit sky. Large bold white sans-serif text centered: 'You're not afraid of failure.' Second line: 'You're afraid of stopping.' Minimal. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
"PV_0008_039","26","26","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Control trailer  -  monitors showing telemetry, countdown. Tall stocky broad stickman with wide shoulders in button-up shirt, sleeves rolled. Round white circle head, dot eyes with bags, dark fuller hair restored buzzed sides, clean-shaven. Watching fourth launch through window  -  rocket ascending, flame trail, stage separation shape visible. Screens flickering. Orbit confirmed. Trailer interior  -  cramped, cables, switches. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_040","27","27","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Control trailer  -  three engineer stickmen (faceless, blank white circle heads, hard hats, coveralls) cheering behind  -  arms raised. Tall stocky broad stickman sitting at desk, NOT celebrating. Round white circle head, dot eyes with bags, dark fuller hair buzzed sides, clean-shaven. Hands hidden under desk  -  trembling. Wide shoulders visible. Something in chest releasing. Not relief. Not joy. Just pressure leaving container. Success doesn't look like victory. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_041","27","27","PHASE_CRISIS_PEAK","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman's hands under desk trembling. Round white circle head above desk  -  dot eyes with bags, empty expression, dark fuller hair buzzed sides, clean-shaven. Engineers celebrating behind (faceless, arms raised). He can't celebrate. Pressure leaving. Background fades from trailer to deep blue void. Not relief. Just emptying. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_042","28","28","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Stock exchange / IPO scene  -  tall stocky broad stickman in black T-shirt (signature) standing on trading floor. Round white circle head, dot eyes with bags, dark fuller hair buzzed sides, clean-shaven. Wide shoulders, broad frame. Government contract documents in hand. Car company IPO bell shape. First since 1956. Near-bankrupt to richest person alive. Three hundred billion. Golden upward arrow shapes in background. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_043","29","29","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Factory showroom with luxury electric cars  -  tall stocky broad stickman in black T-shirt, round white circle head, dot eyes with bags looking distant, dark fuller hair buzzed sides, clean-shaven. Standing among cars. Three hundred billion dollars. Doesn't buy yacht. Doesn't buy island. Buys more factory floor space. The number means nothing. Or everything. Never figured out which. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_044","29","29","PHASE_CRISIS_PEAK","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Tall stocky broad stickman in black T-shirt, round white circle head, dot eyes with bags staring at empty factory floor space  -  newly purchased warehouse. Dark fuller hair buzzed sides, clean-shaven. Wide shoulders. Hand reaching toward empty concrete floor. More floor space. More factory. The only purchase that makes sense. Background fades from warehouse to amber void. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_045","30","30","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Production hell  -  factory floor at night. Tall stocky broad stickman in black T-shirt lying in sleeping bag between assembly machines. Round white circle head on sleeping bag, dot eyes with heavy bags open at ceiling, dark fuller hair buzzed sides, clean-shaven. Hundred twenty hours a week. Body is a resource not a person. Assembly robots around him. Factory machines running 24/7. Cold industrial lighting. Sleeping bag motif  -  bathroom floor to factory floor. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_046","30","30","PHASE_CRISIS_PEAK","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up from above  -  stocky broad stickman in sleeping bag, same position as bathroom floor childhood. Round white circle head, dot eyes with bags staring up, dark fuller hair buzzed sides, clean-shaven. Factory ceiling above instead of bathroom ceiling. Machines instead of tiles. Same position. Same isolation. Different floor. Sleeping bag motif  -  body as resource. Background fades to industrial grey. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_047","31","31","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Factory cafeteria  -  tall stocky broad stickman in black T-shirt eating same meal container. Round white circle head, dot eyes with bags, stern expression, dark fuller hair buzzed sides, clean-shaven. Same food every day. Five-minute meeting blocks on tablet screen. Speaking in commands not conversations. Factory workers (faceless stickmen) keeping distance. Efficient. Ruthless. Alone. Cold cafeteria lighting. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_048","31","31","PHASE_CRISIS_PEAK","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman at table, round white circle head, dot eyes with bags, stern, dark fuller hair buzzed sides, clean-shaven. Tablet showing schedule  -  five-minute blocks, every minute accounted for. Same meal container in front. Cognitive bandwidth. No choice wastes bandwidth. Background fades to steel grey. Machine efficiency applied to human body. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_049","32","32","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Social media platform headquarters entrance  -  tall stocky broad stickman in black T-shirt carrying kitchen sink shape through glass doors. Round white circle head, dot eyes with bags, slight smirk, dark fuller hair buzzed sides, clean-shaven. Wide shoulders carrying sink. It's a joke. Nobody laughs. Office building  -  modern glass, corporate logo above doors altered. Forty-four billion dollars. Staff stickmen (faceless) watching from inside  -  stunned. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_050","32","32","PHASE_CRISIS_PEAK","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Platform headquarters lobby  -  stocky broad stickman setting sink down on reception desk. Round white circle head, dot eyes with bags  -  smirk fading as nobody laughs. Dark fuller hair buzzed sides, clean-shaven. Staff stickmen (faceless) behind reception watching silently. Sink sitting on desk  -  absurd object in corporate space. Nobody gets the joke. Background fades to cool blue corporate. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_051","33","33","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Empty open-plan office  -  eighty percent of desks empty, chairs askew, personal items abandoned. Tall stocky broad stickman in black T-shirt alone at desk coding at 3AM. Round white circle head, dot eyes with bags intent on screen, dark fuller hair buzzed sides, clean-shaven. Monitor glow on face. Fired eighty percent. Writing code himself until three. Revenue chart on wall monitor showing decline. Platform value dropping. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_052","33","33","PHASE_CRISIS_PEAK","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman coding at screen in empty office. Round white circle head lit by monitor glow, dot eyes with bags focused on code, dark fuller hair buzzed sides, clean-shaven. Empty desks stretching behind into darkness. Revenue chart declining on second monitor. 3AM. Writing code himself because he fired everyone. Background fades from empty office to deep blue. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_053","34","34","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Server room  -  tall stocky broad stickman in black T-shirt standing among server racks, rewriting systems. Round white circle head, dot eyes with bags, concentrated, dark fuller hair buzzed sides, clean-shaven. Engineers (faceless stickmen, blank white circle heads) watching from doorway  -  some arms crossed (admiration), some arms at sides (disbelief). Rewriting ten years of work in a weekend. Server lights blinking. Blue server room glow. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_054","34","34","PHASE_CRISIS_PEAK","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman at terminal in server room, round white circle head lit by green server lights, dot eyes with bags  -  intensity, dark fuller hair buzzed sides, clean-shaven. Engineers watching (faceless, distant). Some admire. Most don't. Ten years of their work rewritten in weekend. His hands on keyboard. Their system now his. Background fades to cool server blue. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_055","35","35","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Visual metaphor  -  tall stocky broad stickman in black T-shirt standing at enormous microphone shape. Round white circle head, dot eyes with bags, dark fuller hair buzzed sides, clean-shaven. Microphone shape towering  -  largest on earth. Sound wave shapes emanating outward to globe silhouette. Every thought broadcast realtime. Didn't buy for money. Bought for voice. Background: platform interface shapes, notification bells, globe. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_056","35","35","PHASE_CRISIS_PEAK","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Stocky broad stickman in black T-shirt, round white circle head, dot eyes with bags looking satisfied, dark fuller hair buzzed sides, clean-shaven. Phone in hand  -  posting. Three hundred million people see it. The microphone was always the point. Background fades from platform shapes to warm amber. Every thought  -  world hears realtime. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_057","36","36","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Split composition  -  LEFT half: crowd of tiny stickmen with hearts and praise shapes (worship). RIGHT half: crowd of tiny stickmen with X marks and angry shapes (hatred). All faceless. Tall stocky broad stickman in black T-shirt standing in exact center dividing line. Round white circle head, dot eyes with bags, dark fuller hair buzzed sides, clean-shaven. No middle ground. Never was. Posting memes, policy, grievances, rocket updates  -  all same weight. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_058","36","36","PHASE_CRISIS_PEAK","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Stocky broad stickman posting on phone at all hours  -  round white circle head, dot eyes with bags lit by phone screen, dark fuller hair buzzed sides, clean-shaven. Meme shapes, policy document shapes, personal grievance shapes, rocket update shapes  -  all streaming from phone in equal weight. Background: half warm (praise) half cold (hatred). No middle ground exists. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_059","37","37","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Newspaper/press montage  -  teen daughter stickwoman (faceless, blank white circle head, turned away, smaller build) walking away from camera shape. Changed surname. Eighteenth birthday. Publicly. Press microphones and camera shapes around. No father. Document/form shapes. Tall stocky broad stickman in black T-shirt standing far behind  -  separated by distance. Round white circle head, dot eyes with bags, dark fuller hair buzzed sides, clean-shaven. She walks away. He reads the article twelve times. Cold press blue background. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_060","38","38","PHASE_CRISIS_PEAK","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Stocky broad stickman in black T-shirt in dark room, phone screen showing article about daughter. Round white circle head, dot eyes with bags reading, dark fuller hair buzzed sides, clean-shaven. Screen time app showing: read 12 times. Three days circulating. He knows because the app tells him. Phone glow blue-white on face. Background completely dark. Alone with the article. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_061","39","39","PHASE_CRISIS_PEAK","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. 2AM  -  stocky broad stickman in bed with phone, posting on his own platform. Round white circle head, dot eyes with bags, dark fuller hair buzzed sides, clean-shaven. Phone screen showing post being written  -  about own child. To three hundred million people. Bedroom dark. Post shapes  -  typed, deleted, retyped. Post it. Delete it. Post again. Platform he owns. His child. His audience. Warm phone glow in dark bedroom. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_062","39","39","PHASE_CRISIS_PEAK","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman's round white circle head lit by phone glow, dot eyes with bags  -  pain and defiance simultaneously. Dark fuller hair buzzed sides, clean-shaven. Post going out to three hundred million. About his own child. 2AM decision making. Phone screen reflecting in dot eyes. Background completely void dark. Most connected person alive. Fundamentally alone. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_063","40","41","PHASE_CRISIS_PEAK","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Visual contrast  -  TOP: rocket landing on ocean barge shape (precise, beautiful, technological triumph). BOTTOM: cluster of fourteen tiny child stickmen (faceless, varying sizes) scattered across frame  -  not together, not organized. Can build rocket that lands itself on barge in ocean. Can't keep family in same room. Stocky broad stickman in black T-shirt standing between both  -  round white circle head, dot eyes with bags, dark fuller hair buzzed sides, clean-shaven. Background split: cold technical blue (top) vs warm family amber (bottom). Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_064","42","42","PHASE_RESOLUTION","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Oval office-style room  -  tall stocky broad stickman in suit jacket, no tie, standing before president stickman (faceless, blank white circle head, suit, desk with flag). Round white circle head, dot eyes with bags, stern, dark brown fuller hair buzzed sides longer top, clean-shaven. President calling personally. Cut waste. Optimize. Run it like company. Prestigious government room  -  flags, portraits, heavy desk. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_065","42","42","PHASE_RESOLUTION","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Stocky broad stickman on phone  -  suit jacket, no tie. Round white circle head, dot eyes with bags, calculating expression, dark brown fuller hair buzzed sides longer top, clean-shaven. President's voice on phone. Inside the machine. He says it like it's obvious. To this man  -  it is. Background fades from government gold to cool analytical blue. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_066","43","43","PHASE_RESOLUTION","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Federal building hallway  -  tall stocky broad stickman walking through corridor with laptop, no tie, suit jacket. Round white circle head, dot eyes with bags, confident, dark brown fuller hair buzzed sides longer top, clean-shaven. Wide shoulders. ID badge clipped. Walking past career officials stickmen (faceless, blank white circle heads, suits, older posture) who watch him pass. No Senate confirmation. No background check. Walking in like he already owns it. Government marble hallway  -  flags, portraits. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_067","44","44","PHASE_RESOLUTION","NARRATIVE_SCENE","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Government office  -  stocky broad stickman with laptop at long table, suit jacket, no tie. Round white circle head, dot eyes with bags, stern, dark brown fuller hair buzzed sides longer top, clean-shaven. ID badge visible. Career official stickmen (faceless, blank white circle heads, suits) seated across  -  thirty years of service watching laptop-and-no-tie man arrive. He treats them like legacy code. Polite contempt. Government conference room  -  wood paneling, flags. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
"PV_0008_068","44","44","PHASE_RESOLUTION","EMOTIONAL_CLOSEUP","Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple  -  contrast against highly detailed, semi-realistic painted background environment. Close-up  -  stocky broad stickman at government table, laptop open, suit jacket no tie. Round white circle head, dot eyes with bags  -  polite contempt expression, dark brown fuller hair buzzed sides longer top, clean-shaven. Career officials (faceless) watching from across table  -  arms crossed, suspicious. He sees legacy code. They see thirty years of service. Two perspectives. Background fades to institutional grey. Single subject. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
