VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
170,PV_0023,BEAT_04_02,PHASE_CRISIS,CONFLICT,NARRATION,But the tube. The one that was too light.,Nhung ong mau do. Cai qua nhe.,8,0.5
171,PV_0023,BEAT_04_02,PHASE_CRISIS,CONFLICT,NARRATION,You say: not compatible.,Ban noi: khong tuong thich.,4,0
172,PV_0023,BEAT_04_02,PHASE_CRISIS,CONFLICT,NARRATION,You don't sign the form.,Ban khong ky form.,5,1.0
173,PV_0023,BEAT_04_02,PHASE_CRISIS,CONFLICT,NARRATION,"Your jaw tightens for half a second, then releases.","Ham ban cang nua giay, roi tha.",8,0
174,PV_0023,BEAT_04_02,PHASE_CRISIS,CONFLICT,NARRATION,Nobody sees it.,Khong ai thay.,3,0
175,PV_0023,BEAT_04_02,PHASE_CRISIS,CONFLICT,NARRATION,You set the phone down and stare at the wall for a while.,Ban dat dien thoai xuong va nhin tuong mot luc.,11,1.0
176,PV_0023,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,One week later.,Mot tuan sau.,3,0
177,PV_0023,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,The broker calls again. Different tone this time.,Nguoi moi gioi goi lai. Giong khac lan nay.,7,0
178,PV_0023,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,"A different doctor cleared the sample - someone at another clinic, someone the broker found when you said no.","Mot bac si khac da duyet mau - ai do o phong kham khac, nguoi ma broker tim duoc khi ban tu choi.",18,0
179,PV_0023,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,Or maybe they didn't look at the volume at all.,Hoac co khi ho khong nhin the tich.,9,0.5
180,PV_0023,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,It didn't matter that you said no.,Viec ban noi khong chang co y nghia gi.,7,0
181,PV_0023,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,You sat with that for a while.,Ban ngoi voi suy nghi do mot luc.,7,0.5
182,PV_0023,BEAT_04_03,PHASE_CRISIS,CRISIS,WEIGHT_LINE,It mattered that someone said yes.,Dieu quan trong la ai do da noi co.,6,1.5
183,PV_0023,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,The system doesn't need your signature.,He thong khong can chu ky cua ban.,6,0
184,PV_0023,BEAT_04_03,PHASE_CRISIS,CRISIS,WEIGHT_LINE,It needs a signature.,No can mot chu ky.,4,1.5
185,PV_0023,BEAT_04_03,PHASE_CRISIS,CRISIS,WEIGHT_LINE,And there's always someone.,Va luon co ai do.,5,2.0
186,PV_0023,BEAT_04_03,PHASE_CRISIS,CRISIS,NARRATION,The donor went to the surgeon anyway. Your refusal changed nothing except your sleep that night.,Donor van den bac si phau thuat. Loi tu choi cua ban khong thay doi gi ngoai giac ngu dem do.,14,1.0
187,PV_0023,BEAT_04_04,PHASE_CRISIS,REFLECT,NARRATION,"The next time the broker calls, you pick up on the second ring.","Lan tiep broker goi, ban nhat may o hoi chuong thu hai.",11,0
188,PV_0023,BEAT_04_04,PHASE_CRISIS,REFLECT,NARRATION,You skip the volume.,Ban bo qua the tich.,4,0
189,PV_0023,BEAT_04_04,PHASE_CRISIS,REFLECT,NARRATION,You read the blood type.,Ban doc nhom mau.,5,0
190,PV_0023,BEAT_04_04,PHASE_CRISIS,REFLECT,NARRATION,You read the kidney function.,Ban doc chuc nang than.,5,0
191,PV_0023,BEAT_04_04,PHASE_CRISIS,REFLECT,NARRATION,You read the compatibility score.,Ban doc chi so tuong thich.,5,0
192,PV_0023,BEAT_04_04,PHASE_CRISIS,REFLECT,NARRATION,You sign.,Ban ky.,2,0.5
193,PV_0023,BEAT_04_04,PHASE_CRISIS,REFLECT,NARRATION,You don't ask anything you don't need to know.,Ban khong hoi gi ma ban khong can biet.,9,0
194,PV_0023,BEAT_04_04,PHASE_CRISIS,REFLECT,WEIGHT_LINE,You've learned what you don't need to know.,Ban da hoc duoc nhung gi ban khong can biet.,8,2.0
195,PV_0023,BEAT_05_01,PHASE_RESOLUTION,RESOLVE,NARRATION,You stop reading the name on the form.,Ban ngung doc ten tren form.,7,0
196,PV_0023,BEAT_05_01,PHASE_RESOLUTION,RESOLVE,NARRATION,The name is at the top. You start at the middle.,Ten o tren cung. Ban bat dau tu giua.,10,0
197,PV_0023,BEAT_05_01,PHASE_RESOLUTION,RESOLVE,NARRATION,Blood type. Kidney function. Tissue match. Compatibility.,Nhom mau. Chuc nang than. Tuong thich mo. Do phu hop.,7,0.5
198,PV_0023,BEAT_05_01,PHASE_RESOLUTION,RESOLVE,NARRATION,That's everything you need. That's everything the broker needs.,Do la tat ca nhung gi ban can. La tat ca nhung gi broker can.,9,0
199,PV_0023,BEAT_05_01,PHASE_RESOLUTION,RESOLVE,NARRATION,The name was never the point.,Ten chua bao gio la van de.,6,0
200,PV_0023,BEAT_05_01,PHASE_RESOLUTION,RESOLVE,NARRATION,You knew that before. You just didn't say it out loud.,Ban biet dieu do tu truoc. Chi la ban khong noi ra.,11,0
201,PV_0023,BEAT_05_01,PHASE_RESOLUTION,RESOLVE,NARRATION,You're not sure when you stopped looking at it.,Ban khong chac tu khi nao ban ngung nhin no.,9,1.0
202,PV_0023,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,Morning shift.,Ca sang.,2,0
203,PV_0023,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,A patient's chest. Stethoscope. Notes on a clipboard.,Nguc benh nhan. Ong nghe. Ghi chep tren bang kep.,8,0
204,PV_0023,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,Signature at the bottom.,Chu ky o cuoi.,4,0.5
205,PV_0023,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,Evening.,Toi.,1,0
206,PV_0023,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,A donor's chest. Stethoscope. Notes on a clipboard.,Nguc donor. Ong nghe. Ghi chep tren bang kep.,8,0
207,PV_0023,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,Signature at the bottom.,Chu ky o cuoi.,4,0.5
208,PV_0023,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,Same stethoscope. Same clipboard. Same pen.,Cung ong nghe. Cung bang kep. Cung but.,6,0
209,PV_0023,BEAT_05_02,PHASE_RESOLUTION,REFLECT,WEIGHT_LINE,Same hand.,Cung doi tay.,2,1.5
210,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,You didn't become a different person.,Ban khong tro thanh mot nguoi khac.,6,0
211,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,You didn't cross a line.,Ban khong buoc qua ranh gioi nao.,5,0
212,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,You just found out what you were always willing to do.,Ban vua phat hien dieu ban luon san sang lam.,10,0.5
213,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,The line was never there.,Ranh gioi do chua bao gio ton tai.,5,0
214,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,"Maybe there's no line between diagnosing a patient and evaluating a donor - the blood type is the same blood type, the kidney function test is the same test.","Co le khong co ranh gioi giua chan doan benh nhan va danh gia donor - nhom mau van la nhom mau do, xet nghiem than van la xet nghiem do.",28,0
215,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,The stethoscope doesn't know. The lab doesn't know. The form doesn't know.,Ong nghe khong biet. Lab khong biet. To form khong biet.,11,0.5
216,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,You just do what you were trained to do.,Ban chi lam nhung gi ban duoc dao tao.,8,0
217,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,Observe. Translate. Write it down. Sign.,Quan sat. Chuyen doi. Ghi lai. Ky.,6,0
218,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,The loop takes five minutes now. It used to take forty-five.,Vong lap gio mat nam phut. Truoc la bon muoi lam.,11,0
219,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,"Everything blurs for a second - the names, the forms, yesterday and today and the day before.","Moi thu nhoa di mot giay - ten, form, hom qua va hom nay va hom truoc.",15,0
220,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,Then it clears. You keep writing.,Roi no ro lai. Ban tiep tuc viet.,6,0
221,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,The training doesn't know the difference between a patient and a donor.,Viec dao tao khong biet su khac biet giua benh nhan va donor.,12,0
222,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,WEIGHT_LINE,Neither do you.,Ban cung vay.,3,1.0
223,PV_0023,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,Not anymore.,Khong con nua.,2,1.5
224,PV_0023,BEAT_05_04,PHASE_RESOLUTION,REFLECT,NARRATION,Someone at a dinner party asks what you do for a living.,Ai do trong bua tiec hoi ban lam nghe gi.,11,0
225,PV_0023,BEAT_05_04,PHASE_RESOLUTION,REFLECT,NARRATION,You say: doctor.,Ban noi: bac si.,3,0.5
226,PV_0023,BEAT_05_04,PHASE_RESOLUTION,REFLECT,NARRATION,They nod. They ask which hospital.,Ho gat dau. Hoi benh vien nao.,6,0
227,PV_0023,BEAT_05_04,PHASE_RESOLUTION,REFLECT,NARRATION,You tell them the name.,Ban noi ten benh vien.,5,0
228,PV_0023,BEAT_05_04,PHASE_RESOLUTION,REFLECT,NARRATION,"They say: oh, that's a good one.","Ho noi: a, cho do tot day.",7,0
229,PV_0023,BEAT_05_04,PHASE_RESOLUTION,REFLECT,NARRATION,You nod. You don't add anything. You don't subtract anything.,Ban gat dau. Khong them gi. Khong bot gi.,10,0
230,PV_0023,BEAT_05_04,PHASE_RESOLUTION,REFLECT,NARRATION,You refill your glass and change the subject.,Ban rot them nuoc va doi de tai.,8,0
231,PV_0023,BEAT_05_04,PHASE_RESOLUTION,REFLECT,WEIGHT_LINE,That's the whole answer.,Do la toan bo cau tra loi.,4,1.5
232,PV_0023,BEAT_06_01,CALLBACK,CALLBACK,NARRATION,Stethoscope on the chest.,Ong nghe tren nguc.,4,0
233,PV_0023,BEAT_06_01,CALLBACK,CALLBACK,NARRATION,Left hand steadies. Right hand listens.,Tay trai giu. Tay phai nghe.,6,0.5
234,PV_0023,BEAT_06_01,CALLBACK,CALLBACK,NARRATION,The heartbeat is steady.,Nhip tim deu.,4,0.5
235,PV_0023,BEAT_06_01,CALLBACK,CALLBACK,NARRATION,You write one word on the form.,Ban viet mot tu len form.,7,0.5
236,PV_0023,BEAT_06_01,CALLBACK,CALLBACK,WEIGHT_LINE,Unremarkable.,Binh thuong.,1,1.0
237,PV_0023,BEAT_06_01,CALLBACK,CALLBACK,NARRATION,No abnormalities detected.,Khong co bat thuong.,3,1.5
238,PV_0023,BEAT_06_02,CALLBACK,CTA,NARRATION,You put on your gloves. You pick up your stethoscope.,Ban deo gang tay. Ban cam ong nghe.,9,0
239,PV_0023,BEAT_06_02,CALLBACK,CTA,NARRATION,You walk into the room.,Ban buoc vao phong.,5,0
240,PV_0023,BEAT_06_02,CALLBACK,CTA,NARRATION,You pick up the clipboard.,Ban cam bang kep.,5,0
241,PV_0023,BEAT_06_02,CALLBACK,CTA,NARRATION,You don't check which room you're in.,Ban khong kiem tra minh o phong nao.,7,0.5
242,PV_0023,BEAT_06_02,CALLBACK,CTA,WEIGHT_LINE,The exam is the same.,Buoi kham giong het.,5,2.0
243,PV_0023,BEAT_06_02,CALLBACK,CTA,WEIGHT_LINE,It was always the same.,No luon la vay.,5,2.0
