"VO_ID","Episode_ID","Beat_ID","Life_Phase","Beat_Type","VO_Type","VO_EN","VO_JA","VO_VI","Word_Count_EN","Pause_After"
"69","PV_0006","BEAT_06_03","PHASE_RESOLUTION","REFLECT","NARRATION","The president speaks about proportional response. You have read more international law than he has. But international law is a language for countries that sit at tables. Your country is under the table. Your country has been under the table since you were twenty-one.","大統領は比例対応について話す。彼よりも多くの国際法を読んでいる。しかし国際法はテーブルに座る国のための言語。あなたの国はテーブルの下。二十一歳からテーブルの下にいる。","Tổng thống nói về đáp trả tương xứng. Bạn đã đọc nhiều luật quốc tế hơn ông ta. Nhưng luật quốc tế là ngôn ngữ cho những nước ngồi trên bàn. Nước bạn nằm dưới bàn. Nước bạn nằm dưới bàn từ khi bạn hai mươi mốt.","32","0.5"
"70","PV_0006","BEAT_06_01","PHASE_RESOLUTION","TIME_MARKER","NARRATION","You inherit a force with no chain of command. Every link above you  -  severed.","指揮系統のない部隊を引き継ぐ。あなたの上のすべてのリンク -  - 切断。","Bạn tiếp nhận lực lượng không có chuỗi chỉ huy. Mọi mắt xích phía trên  -  đứt.","13","0.5"
"71","PV_0006","BEAT_06_01","PHASE_RESOLUTION","TIME_MARKER","NARRATION","Every office above you  -  a crater. The organizational chart looks like a building after a bombing.","あなたの上のすべてのオフィス -  - クレーター。組織図は爆撃後のビルのように見える。","Mọi văn phòng phía trên bạn  -  hố bom. Sơ đồ tổ chức trông như toà nhà sau vụ đánh bom.","13","0.5"
"72","PV_0006","BEAT_06_02","PHASE_RESOLUTION","CONFLICT","NARRATION","You draw a new structure on a whiteboard. No hierarchy. No central node. If they kill one commander  -  the rest continue. If they kill ten  -  the rest continue.","ホワイトボードに新しい構造を描く。階層なし。中央ノードなし。一人殺されても -  - 残りは続く。十人殺されても -  - 残りは続く。","Bạn vẽ cấu trúc mới trên bảng trắng. Không phân cấp. Không nút trung tâm. Nếu họ giết một chỉ huy  -  phần còn lại tiếp tục. Nếu giết mười  -  phần còn lại tiếp tục.","22","0"
"73","PV_0006","BEAT_06_06","PHASE_RESOLUTION","REFLECT","NARRATION","You were never built for thrones. You were built for rooms without windows where men point at maps and decide who lives.","玉座のために作られたのではない。窓のない部屋で男たちが地図を指差し誰が生きるか決める -  - そのために作られた。","Bạn không sinh ra cho ngai vàng. Bạn sinh ra cho những căn phòng không cửa sổ nơi đàn ông chỉ vào bản đồ và quyết định ai sống.","19","0.5"
"74","PV_0006","BEAT_06_03","PHASE_RESOLUTION","REFLECT","NARRATION","You designed this architecture in 1988. Cells that survive decapitation. You just never imagined applying it to your own country.","この設計は1988年に作った。斬首を生き延びるセル。自国に適用するとは想像しなかった。","Bạn thiết kế kiến trúc này năm 1988. Các tế bào sống sót dù bị chặt đầu. Bạn chỉ không bao giờ tưởng tượng áp dụng cho chính đất nước mình.","19","1.0"
"75","PV_0006","BEAT_06_04","PHASE_RESOLUTION","CONFLICT","NARRATION","The civilian president calls. He talks about restraint. Back channels. Proportional response.","文民大統領が電話する。自制について話す。裏チャンネル。比例対応。","Tổng thống dân sự gọi. Ông nói về kiềm chế. Kênh ngầm. Đáp trả tương xứng.","8","0"
"76","PV_0006","BEAT_06_04","PHASE_RESOLUTION","CONFLICT","NARRATION","You almost say something.","何か言いそうになる。","Bạn suýt nói gì đó.","4","0"
"77","PV_0006","BEAT_06_04","PHASE_RESOLUTION","CONFLICT","NARRATION","You don't know what.","何を言おうとしたか分からない。","Bạn không biết gì.","4","0"
"78","PV_0006","BEAT_06_04","PHASE_RESOLUTION","CONFLICT","NARRATION","You hang up.","電話を切る。","Bạn cúp máy.","2","2.0"
"79","PV_0006","BEAT_06_05","PHASE_RESOLUTION","TIME_MARKER","NARRATION","The dead supreme authority's son is appointed his successor. You make the phone calls. The council votes as instructed.","死去した最高権威の息子が後継者に任命される。あなたが電話をかける。評議会は指示通りに投票する。","Con trai quyền lực tối cao quá cố được bổ nhiệm kế vị. Bạn gọi điện. Hội đồng bỏ phiếu theo chỉ thị.","14","0.5"
"80","PV_0006","BEAT_06_06","PHASE_RESOLUTION","REFLECT","NARRATION","The son is somewhere in a bunker. Wounded. Possibly unable to govern.","息子はどこかの地下壕にいる。負傷。おそらく統治不能。","Con trai ở đâu đó trong hầm ngầm. Bị thương. Có lẽ không cai trị nổi.","10","0"
"81","PV_0006","BEAT_06_06","PHASE_RESOLUTION","REFLECT","NARRATION","You print posters with his title. Not his face.","彼の称号のポスターを印刷する。顔ではない。","Bạn in áp phích với danh hiệu anh ta. Không phải mặt.","8","1.5"
"82","PV_0006","BEAT_06_08","PHASE_RESOLUTION","REFLECT","NARRATION","Three in the morning. The screens go quiet for once.","午前3時。スクリーンが珍しく静かになる。","Ba giờ sáng. Màn hình lần đầu yên tĩnh.","7","0"
"83","PV_0006","BEAT_06_08","PHASE_RESOLUTION","REFLECT","NARRATION","You think about the building in South America.","南米のビルのことを考える。","Bạn nghĩ về toà nhà ở Nam Mỹ.","6","0"
"84","PV_0006","BEAT_06_08","PHASE_RESOLUTION","REFLECT","NARRATION","Not the explosion. The morning after.","爆発ではない。その翌朝。","Không phải vụ nổ. Buổi sáng hôm sau.","5","0"
"85","PV_0006","BEAT_06_08","PHASE_RESOLUTION","REFLECT","NARRATION","Dust still in the air. Rescue workers moving slowly. Someone calling a name that never answers.","まだ空中に塵。ゆっくり動く救助隊員。決して返事のない名前を呼ぶ誰か。","Bụi vẫn trong không khí. Cứu hộ di chuyển chậm rãi. Ai đó gọi một cái tên không bao giờ đáp lại.","14","0.5"
"86","PV_0006","BEAT_07_02","PHASE_PRESENT","CRISIS","NARRATION","The missiles arc over the Gulf like geometry. Clean lines. Precise trajectories. The math is beautiful. What it does to the ground is not.","ミサイルが幾何学のように湾岸を弧を描く。きれいな線。正確な軌道。数学は美しい。地面にもたらすものは違う。","Tên lửa vòng cung qua vịnh như hình học. Đường thẳng. Quỹ đạo chính xác. Toán đẹp. Thứ nó gây ra trên mặt đất thì không.","18","0.5"
"87","PV_0006","BEAT_06_08","PHASE_RESOLUTION","REFLECT","NARRATION","Eighty-five people. You never learned their names.","八十五人。彼らの名前を知ることはなかった。","Tám mươi lăm người. Bạn không bao giờ biết tên họ.","7","0"
"88","PV_0006","BEAT_06_08","PHASE_RESOLUTION","REFLECT","NARRATION","You close your eyes. You try to remember one name.","目を閉じる。一つの名前を思い出そうとする。","Bạn nhắm mắt. Bạn cố nhớ một cái tên.","8","0"
"89","PV_0006","BEAT_06_08","PHASE_RESOLUTION","REFLECT","NARRATION","You get close.","近づく。","Bạn gần nhớ ra.","3","0"
"90","PV_0006","BEAT_06_08","PHASE_RESOLUTION","REFLECT","NARRATION","You stop.","止める。","Bạn dừng.","2","2.5"
"91","PV_0006","BEAT_07_01","PHASE_PRESENT","TIME_MARKER","NARRATION","Week six. Over two thousand civilians dead. Three point two million displaced.","第六週。二千人以上の民間人死亡。三百二十万人避難。","Tuần thứ sáu. Hơn hai nghìn dân thường chết. Ba phẩy hai triệu di tản.","9","0.5"
"92","PV_0006","BEAT_07_01","PHASE_PRESENT","TIME_MARKER","NARRATION","The infrastructure is collapsing faster than you can track. Water treatment plants offline. Power grid at thirty percent. Hospital generators running on fumes. Ambulances are being turned away at the gate because there is nowhere left to put the wounded.","インフラは追跡できる速さ以上に崩壊中。水処理施設オフライン。電力網は30パーセント。病院の発電機は燃料切れ寸前。負傷者を置く場所がないため救急車が門前で追い返されている。","Hạ tầng sụp nhanh hơn bạn theo dõi nổi. Trạm xử lý nước ngừng hoạt động. Lưới điện ba mươi phần trăm. Máy phát bệnh viện chạy hơi nhiên liệu. Xe cứu thương bị quay đầu ở cổng vì không còn chỗ đặt người bị thương.","30","0.5"
"93","PV_0006","BEAT_07_02","PHASE_PRESENT","CRISIS","NARRATION","Your forces launch retaliatory strikes against enemy bases in the Gulf. Missiles you signed the procurement for a decade ago. Your handwriting is on the original request form  -  buried in a filing cabinet in a building that no longer exists.","あなたの部隊が湾岸の敵基地に報復攻撃を開始。十年前に調達を署名したミサイル。元の申請書にあなたの筆跡がある -  - もう存在しないビルのファイルキャビネットに埋もれた。","Lực lượng bạn phóng đòn trả đũa vào căn cứ đối phương ở vùng Vịnh. Tên lửa bạn ký duyệt mua mười năm trước. Chữ tay bạn trên tờ đề xuất gốc  -  chôn trong tủ hồ sơ ở toà nhà không còn tồn tại.","30","0.5"
"94","PV_0006","BEAT_07_06","PHASE_PRESENT","CRISIS","NARRATION","You see the hospital footage on screen three. Ceiling tiles on the operating table. Dust in the surgical light. A nurse holding a phone flashlight steady while the surgeon ties off an artery. Her hand is shaking. His is not.","スクリーン3で病院の映像を見る。手術台の上の天井タイル。手術灯の中の塵。看護師が携帯のフラッシュライトを持ち外科医が動脈を結紮する。彼女の手は震えている。彼の手は震えていない。","Bạn xem cảnh bệnh viện trên màn hình ba. Mảnh trần trên bàn mổ. Bụi trong đèn phẫu thuật. Một y tá giữ đèn điện thoại vững trong khi bác sĩ buộc động mạch. Tay cô run. Tay ông không.","26","0.5"
"95","PV_0006","BEAT_07_03","PHASE_PRESENT","CRISIS","NARRATION","The strait closes. Oil spikes. Ships reroute around the continent.","海峡が閉鎖。石油が急騰。船が大陸を迂回。","Eo biển đóng. Dầu tăng vọt. Tàu chuyển hướng vòng lục địa.","7","0.5"
"96","PV_0006","BEAT_07_07","PHASE_PRESENT","REFLECT","NARRATION","The nurse's hand shakes the same way the dying man shook in the trench  -  the one who grabbed your wrist.","看護師の手は塹壕で死にゆく男と同じように震える -  - あなたの手首を掴んだ男。","Tay y tá run giống cách người hấp hối run trong chiến hào  -  người nắm cổ tay bạn.","16","0"
"97","PV_0006","BEAT_07_07","PHASE_PRESENT","REFLECT","NARRATION","Same grip. Opposite direction.","同じ握力。逆方向。","Cùng lực nắm. Ngược hướng.","4","1.5"
"98","PV_0006","BEAT_07_04","PHASE_PRESENT","CRISIS","NARRATION","A launch alert appears on screen. Coordinates you didn't approve.","発射警報がスクリーンに表示される。承認していない座標。","Cảnh báo phóng hiện lên màn hình. Toạ độ bạn không phê duyệt.","8","0"
"99","PV_0006","BEAT_07_05","PHASE_PRESENT","REFLECT","NARRATION","For a moment  -  six screens and three radios and an officer shouting coordinates  -  you look at the numbers and you don't understand what you're seeing.","一瞬 -  - 六つのスクリーンと三つのラジオと座標を叫ぶ将校 -  - 数字を見ても何を見ているか分からない。","Một khoảnh khắc  -  sáu màn hình và ba radio và sĩ quan hét toạ độ  -  bạn nhìn con số mà không hiểu mình đang thấy gì.","22","0"
"100","PV_0006","BEAT_07_05","PHASE_PRESENT","REFLECT","NARRATION","Then you do.","そして分かる。","Rồi bạn hiểu.","3","1.5"
"101","PV_0006","BEAT_07_04","PHASE_PRESENT","CRISIS","NARRATION","You look at the officer.","将校を見る。","Bạn nhìn viên sĩ quan.","4","0"
"102","PV_0006","BEAT_07_04","PHASE_PRESENT","CRISIS","NARRATION","He is twenty-six. You trained his father. His father died in the second wave of strikes six weeks ago.","彼は二十六歳。あなたが彼の父を訓練した。父は六週間前の第二波攻撃で死んだ。","Anh ta hai mươi sáu tuổi. Bạn huấn luyện cha anh ta. Cha anh ta chết trong đợt tấn công thứ hai sáu tuần trước.","16","0.5"
"103","PV_0006","BEAT_07_04","PHASE_PRESENT","CRISIS","NARRATION","He doesn't look back.","彼は見返さない。","Anh ta không nhìn lại.","4","0"
"104","PV_0006","BEAT_07_04","PHASE_PRESENT","CRISIS","NARRATION","He doesn't need to.","その必要がない。","Anh ta không cần.","4","1.5"
"105","PV_0006","BEAT_07_05","PHASE_PRESENT","REFLECT","NARRATION","The system worked. No single point of failure. No permission required.","システムは機能した。単一障害点なし。許可不要。","Hệ thống hoạt động. Không điểm lỗi đơn lẻ. Không cần phê duyệt.","8","0"
"106","PV_0006","BEAT_07_05","PHASE_PRESENT","REFLECT","NARRATION","You stare at the screen a second too long.","スクリーンを一秒長く見つめすぎる。","Bạn nhìn màn hình lâu hơn một giây.","7","0.5"
"107","PV_0006","BEAT_07_05","PHASE_PRESENT","REFLECT","NARRATION","And for the first time  -  you realize you are no longer in command.","そして初めて -  - もう指揮を執っていないと気づく。","Và lần đầu tiên  -  bạn nhận ra mình không còn nắm quyền chỉ huy.","12","0"
"108","PV_0006","BEAT_07_05","PHASE_PRESENT","REFLECT","NARRATION","For a second  -  you almost give an order.","一瞬 -  - 命令を出しかける。","Một giây  -  bạn suýt ra lệnh.","8","0"
"109","PV_0006","BEAT_07_05","PHASE_PRESENT","REFLECT","NARRATION","You don't.","出さない。","Bạn không.","2","2.0"
"110","PV_0006","BEAT_07_06","PHASE_PRESENT","CRISIS","NARRATION","A hospital in the eastern province takes a direct hit. The surgeons were operating when the lights went out. They finished by phone light.","東部の州の病院が直撃を受ける。外科医は手術中にライトが消えた。携帯のライトで手術を終えた。","Bệnh viện ở tỉnh phía đông trúng trực tiếp. Bác sĩ đang phẫu thuật khi đèn tắt. Họ hoàn thành bằng đèn điện thoại.","17","0.5"
"111","PV_0006","BEAT_07_06","PHASE_PRESENT","CRISIS","NARRATION","Your people die in the dark. Not on the front line  -  in their apartments. In their kitchens. Waiting for water that doesn't come.","あなたの国民が暗闇の中で死ぬ。前線ではなく -  - アパートの中。台所の中。来ない水を待ちながら。","Dân bạn chết trong bóng tối. Không phải ở tiền tuyến  -  trong căn hộ. Trong bếp. Chờ nước không đến.","14","0.5"
"112","PV_0006","BEAT_07_07","PHASE_PRESENT","REFLECT","NARRATION","You built a system that answers every strike. Every incoming missile generates a targeting package. Every targeting package generates a launch order. Every launch order lands on a desk that used to be yours.","すべての攻撃に応答するシステムを構築した。すべての着弾ミサイルが標的パッケージを生成する。すべての標的パッケージが発射命令を生成する。すべての発射命令がかつてあなたのだったデスクに届く。","Bạn xây hệ thống đáp trả mọi đòn tấn công. Mỗi tên lửa bay đến tạo gói mục tiêu. Mỗi gói mục tiêu tạo lệnh phóng. Mỗi lệnh phóng rơi trên bàn từng là bàn bạn.","28","0"
"113","PV_0006","BEAT_07_07","PHASE_PRESENT","REFLECT","NARRATION","One response. Then another.","一つの応答。次にもう一つ。","Một đáp trả. Rồi một đáp trả nữa.","4","0"
"114","PV_0006","BEAT_07_07","PHASE_PRESENT","REFLECT","NARRATION","Then it stops being a response. It becomes a pattern.","応答ではなくなる。パターンになる。","Rồi nó không còn là đáp trả. Nó trở thành khuôn mẫu.","8","0"
"115","PV_0006","BEAT_07_07","PHASE_PRESENT","REFLECT","NARRATION","Missiles. Displacement. Recruitment. And back again.","ミサイル。避難。徴募。そしてまた。","Tên lửa. Di tản. Tuyển quân. Và lại.","5","0"
"116","PV_0006","BEAT_07_07","PHASE_PRESENT","REFLECT","NARRATION","You've seen the pattern on paper. It looks cleaner there.","紙の上でパターンを見たことがある。そこではもっときれいに見える。","Bạn đã thấy khuôn mẫu này trên giấy. Trên giấy trông gọn hơn.","9","0"
"117","PV_0006","BEAT_07_07","PHASE_PRESENT","REFLECT","NARRATION","On the screen  -  it doesn't stop.","スクリーン上では -  - 止まらない。","Trên màn hình  -  nó không dừng.","5","1.0"
"118","PV_0006","BEAT_07_07","PHASE_PRESENT","REFLECT","NARRATION","You designed the loop in 1988 on a borrowed typewriter. Forty years later it runs on satellites and encrypted channels and the bodies of people you will never meet.","1988年に借りたタイプライターでループを設計した。40年後、衛星と暗号チャンネルと会うことのない人々の遺体で動いている。","Bạn thiết kế vòng lặp năm 1988 trên máy đánh chữ mượn. Bốn mươi năm sau nó chạy bằng vệ tinh và kênh mã hoá và thân xác những người bạn không bao giờ gặp.","25","0"
"119","PV_0006","BEAT_07_07","PHASE_PRESENT","REFLECT","NARRATION","You just never thought you'd be inside it.","自分がその中にいるとは思わなかった。","Bạn chỉ không nghĩ mình sẽ ở bên trong nó.","8","1.5"
"120","PV_0006","BEAT_07_08","PHASE_PRESENT","CONSTRAINT","NARRATION","Your right thumb rubs against your index finger. The trench habit. An officer is staring at your hand.","右手の親指が人差し指をこする。塹壕の癖。将校が手を見つめている。","Ngón cái phải cọ vào ngón trỏ. Thói quen chiến hào. Viên sĩ quan đang nhìn tay bạn.","14","0"
"121","PV_0006","BEAT_07_08","PHASE_PRESENT","CONSTRAINT","NARRATION","You stop.","止める。","Bạn dừng lại.","2","1.5"
"122","PV_0006","BEAT_07_09","PHASE_PRESENT","CONSTRAINT","NARRATION","Nobody sits when you stand. Not because of rank. Because of what happened to the men who sat.","あなたが立っている時誰も座らない。階級のためではない。座った男たちに起きたことのために。","Không ai ngồi khi bạn đứng. Không phải vì cấp bậc. Vì chuyện xảy ra với những người đã ngồi.","14","0"
"123","PV_0006","BEAT_08_01","CALLBACK_CLOSE","CALLBACK","NARRATION","The operations room. Different basement. Same war.","作戦室。違う地下室。同じ戦争。","Phòng tác chiến. Tầng hầm khác. Cùng cuộc chiến.","5","1.0"
"124","PV_0006","BEAT_08_02","CALLBACK_CLOSE","CALLBACK","NARRATION","Eighty-five people.","八十五人。","Tám mươi lăm người.","2","0"
"125","PV_0006","BEAT_08_02","CALLBACK_CLOSE","CALLBACK","NARRATION","The girl in the station.","警察署の少女。","Cô gái trong đồn.","4","0"
"126","PV_0006","BEAT_08_02","CALLBACK_CLOSE","CALLBACK","NARRATION","The man in the trench who grabbed your wrist.","塹壕であなたの手首を掴んだ男。","Người trong chiến hào nắm cổ tay bạn.","8","0.5"
"127","PV_0006","BEAT_08_03","CALLBACK_CLOSE","CALLBACK","NARRATION","You remember the grip.","握力を覚えている。","Bạn nhớ lực nắm.","4","0"
"128","PV_0006","BEAT_08_03","CALLBACK_CLOSE","CALLBACK","NARRATION","You never learned the names.","名前を知ることはなかった。","Bạn không bao giờ biết tên.","5","2.0"
"129","PV_0006","BEAT_08_04","CALLBACK_CLOSE","CALLBACK","NARRATION","You touch the chair. Two fingers on the backrest.","椅子に触れる。背もたれに二本の指。","Bạn chạm ghế. Hai ngón tay trên lưng ghế.","7","0"
"130","PV_0006","BEAT_08_04","CALLBACK_CLOSE","CALLBACK","NARRATION","Your thumb rubs against your index finger. Nobody is watching.","親指が人差し指をこする。誰も見ていない。","Ngón cái cọ vào ngón trỏ. Không ai nhìn.","7","1.5"
"131","PV_0006","BEAT_08_04","CALLBACK_CLOSE","CALLBACK","NARRATION","The warrant is still active.","令状はまだ有効。","Lệnh bắt vẫn hiệu lực.","4","0"
"132","PV_0006","BEAT_08_04","CALLBACK_CLOSE","CALLBACK","NARRATION","The courtroom is still empty.","法廷はまだ空。","Phòng xử vẫn trống.","4","0.5"
"133","PV_0006","BEAT_08_05","CALLBACK_CLOSE","CTA","NARRATION","And the engine is still running.","そしてエンジンはまだ動いている。","Và cỗ máy vẫn đang chạy.","5","1.0"
"134","PV_0006","BEAT_08_05","CALLBACK_CLOSE","CTA","NARRATION","You know exactly how it works.","正確にどう動くか知っている。","Bạn biết chính xác nó hoạt động thế nào.","6","0"
"135","PV_0006","BEAT_08_05","CALLBACK_CLOSE","CTA","NARRATION","You designed every part of it.","そのすべての部分を設計した。","Bạn thiết kế từng phần của nó.","5","0"
"136","PV_0006","BEAT_08_05","CALLBACK_CLOSE","CTA","NARRATION","Every response. Every escalation. Every consequence.","すべての応答。すべてのエスカレーション。すべての結果。","Mỗi đáp trả. Mỗi leo thang. Mỗi hậu quả.","5","0.5"
"137","PV_0006","BEAT_08_05","CALLBACK_CLOSE","CTA","NARRATION","You just never designed a way out.","出口を設計しなかっただけ。","Bạn chỉ không bao giờ thiết kế lối ra.","7","0.5"
"138","PV_0006","BEAT_08_05","CALLBACK_CLOSE","CTA","NARRATION","Not for them.","彼らのためでもない。","Không cho họ.","3","0"
"139","PV_0006","BEAT_08_05","CALLBACK_CLOSE","CTA","NARRATION","Not for you.","あなたのためでもない。","Không cho bạn.","3","3.0"
