"Clip_ID","Source_Strip","Start_VO_ID","End_VO_ID","Duration_Sec","Camera_Movement","Animation_Note","Veo_Prompt"
"PV_0006_C063","PV_0006_063","69","69","15.3","SLOW_PAN_RIGHT","Two figures in room  -  president gestures diplomatically  -  military stickman stands rigid unmoved","Two stickmen in presidential office  -  president seated gesturing, military commander standing rigid. Camera: Slow horizontal pan right from president to commander, steady pace. President gestures  -  commander stands unmoved. Minimalist stickman animation, flat illustration style, ornate presidential office background. Duration: 15.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C064","PV_0006_064","73","73","9.3","PUSH_IN","Stickman breathes slightly  -  background windowless room fades to blue edges","Stickman in uniform standing rigid, windowless room with maps dissolving into blue edges behind. Camera: Slow camera push in toward isolated subject, emotional intensity. Stickman breathes slightly  -  otherwise still. Minimalist stickman animation, flat illustration style, blue wash edges. Duration: 9.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C065","PV_0006_065","74","74","9.8","SLOW_PAN_RIGHT","Stickman's gaze shifts between two wall maps  -  left 1988, right 2026","Stickman looking at two maps on wall  -  1988 foreign cell network and 2026 domestic structure, identical patterns. Camera: Slow horizontal pan right from one map to other, steady pace. Stickman's gaze shifts between maps. Minimalist stickman animation, flat illustration style, temporary operations room background. Duration: 9.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C066","PV_0006_066","75","78","10.3","SLOW_ZOOM_IN","Stickman holds phone  -  mouth opens slightly  -  closes  -  hangs up receiver","Stickman holding phone receiver, mouth slightly opening then closing, hanging up. Camera: Slow, gentle zoom in toward phone and face, 10% zoom over full duration. Almost speaks  -  doesn't  -  hangs up. Minimalist stickman animation, flat illustration style, sparse military office background. Duration: 10.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C067","PV_0006_067","79","79","7.0","SLOW_PAN_RIGHT","Council members raise hands in synchronized vote  -  stickman watches from head of table","Council members at oval table raising hands in vote, subject standing with phone at table head. Camera: Slow horizontal pan right across voting council, steady pace. Hands rise simultaneously. Minimalist stickman animation, flat illustration style, formal council chamber background. Duration: 7.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C068","PV_0006_068","80","81","9.8","SLOW_PAN_RIGHT","Poster being printed in foreground  -  wounded heir visible in background bunker bed","Large poster with title being printed, wounded heir in black turban visible in background bunker bed. Camera: Slow horizontal pan right from poster to background heir, steady pace. Poster print emerges  -  heir barely visible. Minimalist stickman animation, flat illustration style, print shop and bunker split background. Duration: 9.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C069","PV_0006_069","82","84","8.3","SLOW_ZOOM_IN","Stickman stands alone in dark room  -  ghost outline of building faintly pulses in background","Stickman standing alone at 3 AM, screens dark, ghost outline of South American building visible behind. Camera: Slow, gentle zoom in toward subject and ghost memory, 10% zoom over full duration. Ghost outline faintly pulses. Minimalist stickman animation, flat illustration style, dark operations room background. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C070","PV_0006_070","85","85","7.0","SLOW_PAN_RIGHT","Ghost rescue workers move slowly through rubble  -  one calls out","Ghost translucent rescue workers moving through dusty rubble, 85 silhouettes floating above crater. Camera: Slow horizontal pan right across ghost memory scene, steady pace. Ghost figures move slowly, one calls out. Minimalist stickman animation, flat illustration style, muted Buenos Aires memory background. Duration: 7.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C071","PV_0006_071","87","88","6.9","PUSH_IN","Stickman closes eyes  -  85 ghost silhouettes slowly appear in rows behind","Stickman with eyes closed, head bowed, 85 ghost silhouettes in rows behind. Camera: Slow camera push in toward subject, emotional intensity. Eyes close  -  ghost silhouettes slowly materialize. Minimalist stickman animation, flat illustration style, dark 3 AM room background. Duration: 6.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C072","PV_0006_072","89","90","4.8","STATIC","Text fades in line by line  -  long pause between lines","Dark midnight blue background with text. Fixed camera, no movement. Text fades in line by line  -  long pause between lines. Minimalist typography animation. Duration: 4.8 seconds. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C073","PV_0006_073","86","86","8.8","SLOW_PAN_RIGHT","Missile trajectories arc across tactical screen  -  geometric lines draw themselves","Tactical screen showing missile trajectory arcs over Persian Gulf, clean geometric lines. Camera: Slow horizontal pan right following trajectory arcs, steady pace. Trajectory lines draw themselves across screen. Minimalist stickman animation, flat illustration style, operations room screen background. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C074","PV_0006_074","91","91","4.7","SLOW_ZOOM_IN","Stickman stands at console reviewing data  -  slight head bow with weight","Stickman at central command console reviewing casualty data on screen, officers at workstations. Camera: Slow, gentle zoom in toward subject at console, 10% zoom over full duration. Slight head bow acknowledging weight. Minimalist stickman animation, flat illustration style, operations room background. Duration: 4.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C075","PV_0006_075","92","92","14.3","SLOW_PAN_RIGHT","Multiple vignettes  -  water plant failing, power bar dropping, ambulance turned away  -  sequential reveals","Infrastructure collapse montage  -  water plant, power station, hospital, ambulance gate, all failing. Camera: Slow horizontal pan right across vignettes, steady pace. Each failure element reveals sequentially  -  lights flicker, water stops. Minimalist stickman animation, flat illustration style, collapsing city infrastructure background. Duration: 14.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C076","PV_0006_076","93","93","14.3","SLOW_ZOOM_OUT","Missiles launch from silos  -  exhaust trails rise  -  filing cabinet revealed in ruins foreground","Missiles rising from underground silos, exhaust trails climbing, burned filing cabinet in foreground ruins. Camera: Slow, gentle zoom out revealing launch site and ruins context, wider view. Missiles rise  -  exhaust trails expand upward. Minimalist stickman animation, flat illustration style, desert military launch site background. Duration: 14.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C077","PV_0006_077","94","94","12.5","SLOW_ZOOM_IN","Nurse holds phone flashlight  -  hand slightly shaking  -  surgeon's hands remain steady","Hospital operating scene  -  nurse holding phone flashlight, surgeon tying artery, ceiling tiles on table. Camera: Slow, gentle zoom in toward phone light and surgeon's hands, 10% zoom. Nurse's hand slightly shakes  -  surgeon's hands remain steady. Minimalist stickman animation, flat illustration style, damaged hospital background. Duration: 12.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C078","PV_0006_078","95","97","14.4","PUSH_IN","Stickman looks at own wrist  -  ghost overlay of nurse hand and trench hand merge and separate","Stickman looking at own wrist, ghost overlay of nurse's shaking hand and dying soldier's gripping hand. Camera: Slow camera push in toward wrist focal point, emotional intensity. Ghost hands merge and separate on wrist. Minimalist stickman animation, flat illustration style, warm amber edges. Duration: 14.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C079","PV_0006_079","98","98","3.7","SLOW_ZOOM_IN","Screen flashes red alert  -  sudden color shift","Tactical screen bank with one screen flashing red alert, unapproved coordinates. Camera: Slow, gentle zoom in toward red alert screen, 10% zoom. Screen flashes red  -  sudden color shift from blue to red. Minimalist stickman animation, flat illustration style, operations room screen bank background. Duration: 3.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C080","PV_0006_080","99","100","13.0","SLOW_ZOOM_IN","Stickman stares at screens  -  officer shouts and points  -  moment of frozen incomprehension","Stickman surrounded by six screens, officer shouting at data, moment of incomprehension then understanding. Camera: Slow, gentle zoom in toward subject's face, 10% zoom over full duration. Staring frozen  -  then recognition dawns. Minimalist stickman animation, flat illustration style, peak intensity operations room background. Duration: 13.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C081","PV_0006_081","101","102","9.7","SLOW_PAN_RIGHT","Two stickmen  -  commander watches while young officer works at console  -  officer doesn't turn","Commander stickman watching young officer at console who focuses on screen without looking back. Camera: Slow horizontal pan right from commander to officer, steady pace. Officer works  -  commander watches  -  no eye contact. Minimalist stickman animation, flat illustration style, operations room background. Duration: 9.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C082","PV_0006_082","103","104","5.2","STATIC","Text fades in line by line  -  static","Bold white text on dark steel-grey background. Fixed camera, no movement. Text fades in line by line  -  otherwise static. Minimalist typography animation. Duration: 5.2 seconds. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C083","PV_0006_083","105","106","7.4","SLOW_PAN_RIGHT","Officers work autonomously at stations  -  commander stares at screen too long from behind","Officers at multiple consoles operating independently, commander standing behind staring at screen. Camera: Slow horizontal pan right across autonomous officers, steady pace. Each officer works without seeking approval. Minimalist stickman animation, flat illustration style, operations room background. Duration: 7.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C084","PV_0006_084","107","107","5.5","SLOW_ZOOM_OUT","Stickman at center  -  all officers face away  -  geometric isolation revealed as camera pulls out","Stickman at center of room, all officers facing away at own screens, geometric isolation. Camera: Slow, gentle zoom out revealing nobody facing commander, wider view. All backs turned  -  isolation grows with distance. Minimalist stickman animation, flat illustration style, functioning operations room background. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C085","PV_0006_085","108","109","6.6","STATIC","Text fades in  -  long pause between lines  -  static","Bold white text on dark charcoal background with static. Fixed camera, no movement. Text fades in with long pause between lines  -  otherwise static. Minimalist typography animation. Duration: 6.6 seconds. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C086","PV_0006_086","110","110","8.3","SLOW_ZOOM_IN","Surgeon operates by phone flashlight  -  lights completely out  -  phone beam sweeps ceiling dust","Hospital under bombardment, surgeon operating by phone flashlight beam, patients on beds in dark. Camera: Slow, gentle zoom in toward phone flashlight beam, 10% zoom. Phone beam sweeps slightly as nurse steadies it. Minimalist stickman animation, flat illustration style, bombed hospital background. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C087","PV_0006_087","111","111","7.0","SLOW_PAN_RIGHT","Candle flames flicker in apartment windows  -  camera reveals families in darkness","Dark apartment building, families visible through windows by candlelight, empty water tanker truck. Camera: Slow horizontal pan right across building floors, steady pace. Candle flames flicker in windows. Minimalist stickman animation, flat illustration style, dark residential block background. Duration: 7.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C088","PV_0006_088","112","113","14.8","SLOW_ZOOM_IN","Circular flow diagram animates  -  arrows cycle endlessly  -  stickman watches from outside the loop","Automated cycle diagram on screen  -  missile to targeting to launch to desk and back, stickman watching. Camera: Slow, gentle zoom in toward cycling diagram, 10% zoom over full duration. Flow arrows animate in continuous cycle. Minimalist stickman animation, flat illustration style, operations room background. Duration: 14.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C089","PV_0006_089","114","115","6.0","SLOW_ZOOM_IN","Data lines on screen multiply and densify  -  pattern accelerates","Screen showing multiplying trajectory lines and displacement arrows, pattern growing denser. Camera: Slow, gentle zoom in toward densifying screen pattern, 10% zoom. Lines multiply  -  pattern accelerates. Minimalist stickman animation, flat illustration style, operations screen background. Duration: 6.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C090","PV_0006_090","116","117","7.5","SLOW_PAN_RIGHT","Camera pans from clean paper diagram to chaotic screen  -  contrast between order and chaos","Stickman between clean paper diagram on desk and chaotic endless screen data. Camera: Slow horizontal pan right from paper to screen, steady pace. Paper diagram neat  -  screen relentless. Minimalist stickman animation, flat illustration style, operations room background. Duration: 7.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C091","PV_0006_091","118","118","11.5","PUSH_IN","Stickman breathes slightly  -  ghost typewriter faintly appears beside  -  satellites orbit as shadows overhead","Stickman standing still, ghost typewriter appearing beside, faint satellite shapes overhead. Camera: Slow camera push in toward subject and ghost typewriter, emotional intensity. Ghost typewriter faintly materializes  -  satellites orbit. Minimalist stickman animation, flat illustration style, grey vignette background. Duration: 11.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C092","PV_0006_092","119","119","5.2","STATIC","Text fades in  -  tiny stickman inside loop shape  -  static","Bold white text on dark navy background with stickman inside circular loop. Fixed camera, no movement. Text fades in  -  otherwise static. Minimalist typography animation. Duration: 5.2 seconds. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C093","PV_0006_093","120","121","8.9","SLOW_ZOOM_IN","Thumb rubs against index finger  -  officer's gaze locks on hand  -  then stops","Close-up on stickman hand with thumb rubbing index finger, officer staring at hand, then stopping. Camera: Slow, gentle zoom in toward hand gesture, 10% zoom. Thumb rubs  -  officer stares  -  rubbing stops. Minimalist stickman animation, flat illustration style, operations room detail background. Duration: 8.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C094","PV_0006_094","122","122","6.5","SLOW_ZOOM_OUT","All figures standing  -  camera reveals no chairs at any workstation  -  vertical bodies everywhere","All stickmen standing at stations, two empty chairs pushed to walls, nobody sitting. Camera: Slow, gentle zoom out revealing entire room  -  all standing, wider view. No movement  -  all figures vertical. Minimalist stickman animation, flat illustration style, operations room background. Duration: 6.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C095","PV_0006_095","123","123","3.3","SLOW_ZOOM_IN","Stickman stands at table  -  micro breathing  -  callback to opening pose","Same operations room setup as opening, stickman at briefing table head, same standing posture. Camera: Slow, gentle zoom in toward subject in familiar pose, 10% zoom. Micro breathing  -  callback stillness. Minimalist stickman animation, flat illustration style, bunker background. Duration: 3.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C096","PV_0006_096","124","126","7.0","SLOW_PAN_RIGHT","Ghost silhouettes slowly materialize around standing stickman  -  three memory fragments layer in","Stickman standing among ghost overlays  -  85 silhouettes, girl figure, soldier reaching hand. Camera: Slow horizontal pan right through ghost memories, steady pace. Ghost silhouettes slowly materialize around standing figure. Minimalist stickman animation, flat illustration style, dark bunker background. Duration: 7.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C097","PV_0006_097","127","128","6.2","STATIC","Text fades in line by line  -  pause between grip and names","Bold white text on dark slate-grey background. Fixed camera, no movement. Text fades in line by line with pause between lines. Minimalist typography animation. Duration: 6.2 seconds. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C098","PV_0006_098","129","130","7.9","SLOW_ZOOM_IN","Stickman touches chair with two fingers  -  thumb rubs index finger on other hand  -  dual gestures","Stickman beside chair, two fingers on backrest, other hand thumb rubbing index finger. Camera: Slow, gentle zoom in toward both hand gestures, 10% zoom. Both gestures simultaneously  -  callback and habit. Minimalist stickman animation, flat illustration style, dim empty operations room background. Duration: 7.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C099","PV_0006_099","131","132","4.2","SLOW_ZOOM_IN","No movement  -  still composition of warrant on wall and distant empty courtroom","Red-bordered warrant on wall, ghost image of empty courtroom chairs through distant window. Camera: Slow, gentle zoom in toward warrant document, 10% zoom. No movement  -  still life of deferred justice. Minimalist stickman animation, flat illustration style, dark office background. Duration: 4.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C100","PV_0006_100","133","136","11.2","SLOW_ZOOM_OUT","Stickman stands at center  -  screens pulse around him  -  machine runs unstoppable  -  camera reveals scale","Stickman standing alone surrounded by screens cycling automated responses endlessly. Camera: Slow, gentle zoom out revealing full machine scale around tiny standing figure. Screens pulse, data flows, machine runs. Minimalist stickman animation, flat illustration style, living machine operations room background. Duration: 11.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
"PV_0006_C101","PV_0006_101","137","139","9.5","STATIC","Text fades in line by line  -  long dramatic pauses  -  tiny silhouette at bottom  -  static","Bold white text on dark black background fading to charcoal. Fixed camera, no movement. Text fades in line by line with long dramatic pauses  -  tiny stickman silhouette at bottom. Minimalist typography animation. Duration: 9.5 seconds. --no fast cuts, no realistic human faces, no camera shake, no rapid movement"
