Slate,Start_VO_ID,End_VO_ID,Life_Phase,Scene_Type,Image_Prompt
PV_0018_035,105,106,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Standing in doorway of briefing room, hand on door frame. Faceless stickman (blank white circle head) in dark suit visible through doorway gesturing at wall-mounted screen. CIA station briefing room - long table, projection screen, overhead speaker system, closed blinds, emergency lighting strip along ceiling. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_036,107,109,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Seated at workstation staring at computer screen showing email notification. One hand gripping edge of desk. Phone checked compulsively in left hand. SCIF interior - dual monitors with email visible, classified waste bin under desk, overhead fluorescent humming, cable conduits along ceiling, grey walls. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_037,109a,111,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Hunched over desk flipping through small notebook. Paper calendar open beside it with pen marks visible as abstract marks. SCIF workstation - desk cluttered with notebooks and loose papers, empty coffee mug, pen holder, desk lamp angled down, institutional grey carpet, air vent above. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_038,112,115,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Seated at computer scrolling through access log on monitor. Screen glow reflecting on face area. Second monitor showing file directory. SCIF interior - dual screen workstation, keyboard and mouse, cable management tray, classified document holder, overhead fluorescent panel, combination-lock filing cabinet, grey acoustic walls. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_039,116,117,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Standing alone in center of windowless SCIF room. Arms at sides, weight shifted. Single overhead fluorescent casting harsh white light. SCIF interior - bare grey walls, locked filing cabinets lining one wall, secure communications terminal on desk, empty chair pushed back, ventilation grille humming. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_040,118,120,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Seated across small table from faceless stickman (blank white circle head) in business casual leaning forward eagerly - the new asset. Gulf meeting site - small hotel lobby alcove with leather chairs, marble-top coffee table, potted palm nearby, brass elevator doors visible in background, ambient chandelier light, glass ashtray on table. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_041,121,125,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. At desk holding open thin personnel file with barely any pages inside. Pen poised over approval line. SCIF interior - desk lamp spotlight on thin file, thick reference binders on shelf for contrast, wall calendar showing three-week span circled, secure phone beside keyboard, grey acoustic walls. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_042,126,129,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Standing at filing cabinet feeding cable document into secure transmission tray. Faceless stickman (blank white circle head) in dark suit at adjacent desk signing paperwork without looking up. CIA station interior - row of filing cabinets, secure fax machine, wall-mounted clock showing late hour, fluorescent lighting, institutional carpet, burn bag near waste bin. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_043,130,132,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Seated on plain chair in safe house across from faceless stickman (blank white circle head) in casual clothes speaking with animated hand gestures. Safe house interior - ordinary apartment living room, blackout curtains drawn tight, concealed recording equipment behind bookshelf, plain sofa, coffee table with two tea cups, bare wall with single framed landscape, dim floor lamp. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_044,133,135,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Leaning forward in chair with manufactured warm posture, hands clasped. Faceless asset stickman (blank white circle head) across with proud posture gesturing as if describing something precious. Same safe house interior - blackout curtains, tea cups on coffee table, soft lamp light creating intimate atmosphere, bookshelf with hidden equipment, worn carpet. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_045,136,136b,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Standing before bathroom mirror in hotel room practicing facial expressions. Slight rehearsed smile visible. Reflection in mirror showing same stickman. Hotel bathroom - rectangular mirror with bright vanity lights above, white tile walls, marble counter, folded towels, toiletries arranged neatly, bright clinical lighting. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_046,136c,139,PHASE_CONFLICT,EMOTIONAL_CLOSEUP,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Close framing. Rehearsed slight smile visible. Posture upright, controlled. Hands folded in lap. Background fades from safe house interior (bookshelf, dim lamp) on left side to pure white on right. Cool blue wash fading at edges. Single subject, centered. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_047,140,143,PHASE_CONFLICT,EMOTIONAL_CLOSEUP,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression shifting between genuine and guarded. Close framing. Head tilted slightly. Hands gripping armrest of chair. Background fades from blurred safe house amber lamp glow on left to pure white on right. Cool blue wash fading at edges. Single subject, centered. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_048,144,146,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression turned clinical and detached. Seated in SCIF typing at keyboard. Monitor showing cable document form with abstract marks representing cryptonym codes. SCIF interior - single monitor glow illuminating face, grey acoustic walls, combination-lock filing cabinet, overhead fluorescent off leaving only screen light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_049,147,149,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Seated at briefing table mid-presentation. In far corner, faceless stickman (blank white circle head) in dark suit with notepad - the CI investigator - observing posture. CIA station briefing room - long conference table, projection screen on wall, overhead fluorescent panels, closed door with cipher lock, water pitcher on table, institutional carpet. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_050,150,152,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. At briefing table angled slightly away from CI officer in corner. Rigid posture. Faceless CI stickman (blank white circle head) in dark suit still writing notes. CIA station briefing room - overhead lights creating harsh shadows, water glass half-empty, folder closed on table, wall clock visible. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_051,153,155,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. At computer workstation scrolling through long access list on monitor. One hand on mouse, other rubbing temple. SCIF interior - monitor showing spreadsheet-like access log, desk cluttered with folders, overhead fluorescent buzzing, secure waste bin under desk, grey sound-dampened walls. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_052,156,156b,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Walking through commercial shopping mall corridor, head turned to check reflection in store window glass. Looking for surveillance tails. Dubai shopping mall interior - polished marble floor, luxury storefront windows with mannequins, escalator in background, potted palms, high glass ceiling, small faceless stickmen (blank white circle heads) as shoppers in background. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_053,157,159,PHASE_CONFLICT,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in grey suit, wrinkled collar. Dark slightly unkempt hair. Dot eyes, strained vigilant expression. Holding phone at unusual angle near face, inspecting it closely. Scanning screen edges as if looking for something planted. Dubai apartment balcony at night - glass sliding door behind, rattan chair, small table, city lights visible in distance, warm night air atmosphere, palm tree shadow from neighboring building. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_054,160,161,PHASE_CONFLICT,TEXT_OVERLAY,"Dark charcoal grey background. Large bold white sans-serif text centered: 'You are not just watching others.' Smaller text below: 'You are being watched.' Minimal - no textures, no decoration. Tiny stickman silhouette bottom-right, looking over shoulder. Flat design, premium typography. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0018_055,162,171,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie, suit jacket off. Dark messy hair. Dot eyes, hollow numb expression. Seated at SCIF desk staring at secure communication terminal showing two-word message glowing on dark screen. Hands flat on desk surface. SCIF interior - single green-glow terminal screen in darkened room, overhead fluorescent turned off, desk lamp providing only other light, secure phone cradle, empty coffee cup, grey acoustic walls. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_056,172,177,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Arriving at SCIF desk at dawn, coat draped over chair back, checking same terminal screen showing empty channel feed. SCIF interior - overhead fluorescent flickering on, terminal screen with empty message feed, desk surface worn smooth, secure phone on cradle, ventilation hum, pre-dawn quiet atmosphere. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_057,178,181,PHASE_CRISIS,EMOTIONAL_CLOSEUP,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Close framing. Head bowed slightly. Arms hanging at sides. Behind him, fading translucent ghost image of grey jacket, tea cup, wristwatch - apparition of the absent asset. Background fades from SCIF grey walls on left to pure white on right. Desaturated cold grey vignette at edges. Single subject, centered. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_058,182,184,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Standing before wall-mounted tactical display showing strike coordinates and operational map. Faceless stickmen (blank white circle heads) in military uniforms seated at planning table behind him. Military planning room - tactical displays on wall, communications equipment, harsh fluorescent lighting, map pinned to corkboard, water bottles on table, institutional grey carpet. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_059,185,187,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Seated at desk opening manila folder with classification stamp visible as red abstract mark on cover. Hands steady but tense. SCIF desk - manila folder opened flat, overhead fluorescent casting harsh light, desk surface bare except for folder and pen, secure safe visible behind desk chair, grey walls. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_060,188,190a,PHASE_CRISIS,EMOTIONAL_CLOSEUP,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Close framing. Hunched forward over desk, both hands gripping edges of open folder. Posture of recoil and horror. Background fades from harsh SCIF fluorescent light on left to desaturated grey on right. Desaturated cold grey vignette at edges. Single subject, centered. Flat illustration. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_061,191,195,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Standing beside desk, slowly closing manila folder. Second cable folder visible open on desk awaiting attention. SCIF interior - manila folder being closed, desk lamp, dual monitors showing operational feeds, safe with open door behind desk, grey acoustic walls, fluorescent overhead buzzing. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_062,196,199,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Placing manila folder into open desk-mounted safe with one hand, other hand reaching for new cable document on desk. Mechanical motion. SCIF interior - heavy safe with combination dial, desk with another cable folder open, monitor glowing in background, harsh fluorescent overhead, institutional grey carpet, burn bag near desk. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_063,200,202,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. At desk holding secure phone receiver to ear, other hand pressing flat on desk surface. Urgency in rigid posture. SCIF interior - secure phone with coiled cord, desk lamp casting harsh pool of light, monitor showing asset file with red status marker, grey walls, clock showing late hour. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_064,203,205,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Typing rapidly at keyboard, exfiltration request form visible on monitor as abstract document layout. Expression urgent, determined. SCIF interior - single monitor showing official form template, desk lamp, secure printer beside desk, grey acoustic walls, ventilation grille overhead. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_065,206,209,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Seated alone in windowless conference room waiting. Hands folded on empty table. Clock on wall showing time passing. Langley windowless SCIF - long conference table with empty chairs, overhead fluorescent panels, sealed door with cipher lock, plain white walls, water pitcher untouched, institutional emptiness. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_066,210,214,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Seated at desk reading printed response document held in both hands, slightly trembling posture. Small framed photo of child stickman drawing on desk corner. SCIF interior - printed paper in hands, desk lamp, secure phone, grey walls, combination-lock filing cabinet, harsh fluorescent overhead. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0018_067,215,218,PHASE_CRISIS,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Average height stickman in white shirt with rolled-up sleeves, loose tie. Dark messy hair. Dot eyes, hollow numb expression. Seated at desk, head resting in one hand, other hand on closed folder. Trapped posture with no direction to move. SCIF interior - closed folders stacked on desk, monitor turned off, overhead fluorescent buzzing, empty coffee cups, grey walls, small window showing night sky through venetian blinds. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
