"VO_ID","Episode_ID","Beat_ID","Life_Phase","Beat_Type","VO_Type","VO_EN","VO_JA","VO_VI","Word_Count_EN","Pause_After"
"83","PV_0005","BEAT_06_08","PHASE_RESOLUTION","TIME_MARKER","NARRATION","March eighth. Two-thirds of the council votes. You are named the third supreme authority of the republic.","3月8日。評議会の三分の二が投票。共和国の第三の最高権威に任命される。","Ngày tám tháng ba. Hai phần ba hội đồng bỏ phiếu. Bạn được tuyên bố là quyền lực tối cao thứ ba của nước cộng hoà.","17","0"
"84","PV_0005","BEAT_06_08","PHASE_RESOLUTION","TIME_MARKER","WEIGHT_LINE","First time in forty-seven years. Father to son.","四十七年で初めて。父から息子へ。","Lần đầu trong bốn mươi bảy năm. Cha truyền con.","8","1.5"
"85","PV_0005","BEAT_06_09","PHASE_RESOLUTION","REFLECT","NARRATION","The revolution was built to destroy a dynasty. Forty-seven years later it has become one.","革命は王朝を破壊するために築かれた。四十七年後、それ自体が王朝になった。","Cuộc cách mạng xây ra để phá triều đại. Bốn mươi bảy năm sau nó trở thành triều đại.","15","0.5"
"86","PV_0005","BEAT_06_10","PHASE_RESOLUTION","REFLECT","WEIGHT_LINE","The crown was supposed to be burned. Now it's a turban.","王冠は焼かれるはずだった。今やそれはターバン。","Vương miện đáng lẽ bị thiêu. Giờ nó là khăn đóng.","9","2.0"
"87","PV_0005","BEAT_06_09","PHASE_RESOLUTION","REFLECT","NARRATION","The founder's portrait still hangs in every office. He stares at you from the wall. A man who overthrew a king — and now his system has crowned a prince.","創設者の肖像画がまだすべてのオフィスに掛かっている。壁からあなたを見つめている。王を倒した男——そして今彼のシステムが王子を戴冠した。","Chân dung người sáng lập vẫn treo trong mọi văn phòng. Ông nhìn bạn từ trên tường. Người lật đổ vua — mà giờ hệ thống của ông trao vương miện cho hoàng tử.","24","0.5"
"88","PV_0005","BEAT_06_11","PHASE_RESOLUTION","CONSTRAINT","NARRATION","You accept the seat. But no one sees you sit in it.","座を受け入れる。しかし誰もあなたが座るのを見ない。","Bạn nhận ghế. Nhưng không ai thấy bạn ngồi vào.","10","0"
"89","PV_0005","BEAT_06_12","PHASE_RESOLUTION","CONSTRAINT","NARRATION","No inauguration photograph. No video broadcast. No voice on the state radio. The highest office in the land — held by a man no one can prove is conscious.","就任写真なし。ビデオ放送なし。国営ラジオに声なし。国の最高職——意識があることを誰も証明できない男が就く。","Không ảnh nhậm chức. Không phát sóng video. Không giọng nói trên đài quốc gia. Chức vụ cao nhất đất nước — do người không ai chứng minh được là còn tỉnh táo.","25","0.5"
"90","PV_0005","BEAT_06_13","PHASE_RESOLUTION","REFLECT","NARRATION","There is a rumor you sign documents with your left hand now. Because your right hand can no longer hold a pen.","あなたが今左手で書類にサインするという噂がある。右手はもうペンを握れないから。","Có tin đồn bạn giờ ký giấy tờ bằng tay trái. Vì tay phải không còn cầm bút được.","17","0.5"
"91","PV_0005","BEAT_07_01","PHASE_PRESENT","TIME_MARKER","NARRATION","Week six of the war. Your country burns from the coast to the mountains.","戦争の第六週。海岸から山まで国が燃えている。","Tuần thứ sáu của chiến tranh. Đất nước bạn cháy từ bờ biển đến núi.","12","0.5"
"92","PV_0005","BEAT_07_02","PHASE_PRESENT","CRISIS","NARRATION","Over two thousand civilians dead. Three point two million displaced. The number changes every briefing.","民間人二千人以上死亡。三百二十万人が避難。数字は毎回のブリーフィングで変わる。","Hơn hai nghìn dân thường chết. Ba phẩy hai triệu người di tản. Con số thay đổi mỗi lần báo cáo.","14","0.5"
"93","PV_0005","BEAT_07_02","PHASE_PRESENT","CRISIS","NARRATION","The displacement camps have no tents. People sleep in school gymnasiums and mosque courtyards and underneath highway overpasses.","避難キャンプにテントはない。人々は学校の体育館やモスクの中庭や高速道路の高架下で寝る。","Trại di tản không có lều. Người ta ngủ trong nhà thi đấu trường học và sân nhà thờ và dưới gầm cầu vượt.","17","0.5"
"94","PV_0005","BEAT_07_03","PHASE_PRESENT","CRISIS","NARRATION","The oil refineries are burning. The power grid collapsed two weeks ago. Clean water is rationed by the hour.","石油精製所が燃えている。電力網は二週間前に崩壊した。きれいな水は時間単位で配給。","Nhà máy lọc dầu đang cháy. Lưới điện sụp hai tuần trước. Nước sạch phân phối theo giờ.","14","0.5"
"95","PV_0005","BEAT_07_04","PHASE_PRESENT","CRISIS","NARRATION","Hospitals hit — over twenty verified strikes on medical infrastructure. The red crescent means nothing from the air.","病院が攻撃——医療インフラへの二十以上の確認済み攻撃。赤新月は空からは意味がない。","Bệnh viện bị đánh — hơn hai mươi vụ tấn công y tế được xác nhận. Trăng lưỡi liềm đỏ chẳng có nghĩa gì từ trên cao.","17","0.5"
"96","PV_0005","BEAT_07_05","PHASE_PRESENT","CONSTRAINT","NARRATION","The internet is cut. Your own people don't know who leads them. They check their phones and get nothing.","インターネットは遮断。自国民は誰が指導しているか知らない。電話を確認しても何もない。","Internet bị cắt. Dân bạn không biết ai đang lãnh đạo. Họ xem điện thoại và không thấy gì.","15","0.5"
"97","PV_0005","BEAT_07_05","PHASE_PRESENT","CONSTRAINT","NARRATION","A woman in the southern province gives birth in a basement. No electricity. No doctor. The baby cries and the ceiling shakes from the shelling above.","南部の州で女性が地下室で出産する。電気なし。医者なし。赤ん坊が泣き、天井が上の砲撃で揺れる。","Một phụ nữ ở tỉnh phía nam sinh con trong tầng hầm. Không điện. Không bác sĩ. Đứa bé khóc và trần nhà rung vì pháo kích phía trên.","22","0.5"
"98","PV_0005","BEAT_07_06","PHASE_PRESENT","CONFLICT","NARRATION","The guard has switched to decentralized command. Mid-level officers make independent targeting decisions. They don't wait for your signature.","防衛隊は分散指揮に切り替えた。中級将校が独自の標的決定を行う。あなたの署名を待たない。","Vệ binh chuyển sang chỉ huy phân tán. Sĩ quan cấp trung tự quyết định mục tiêu. Họ không đợi chữ ký bạn.","16","0"
"99","PV_0005","BEAT_07_06","PHASE_PRESENT","CONFLICT","WEIGHT_LINE","They may not need it anymore.","もう必要ないのかもしれない。","Có thể họ không cần nữa.","6","1.5"
"100","PV_0005","BEAT_07_07","PHASE_PRESENT","CRISIS","NARRATION","Retaliatory missiles launch from hidden positions. They hit military bases in the Gulf. They hit oil terminals. The strait chokes shut.","報復ミサイルが隠蔽位置から発射。湾岸の軍事基地に命中。石油ターミナルに命中。海峡が閉鎖。","Tên lửa trả đũa phóng từ vị trí ẩn. Trúng căn cứ quân sự ở vùng Vịnh. Trúng cảng dầu. Eo biển nghẹt lại.","17","0.5"
"101","PV_0005","BEAT_07_08","PHASE_PRESENT","CRISIS","NARRATION","Oil spikes globally. Tankers reroute around the continent. The world economy flinches with every missile you didn't order.","世界的に石油が急騰。タンカーが大陸を迂回。あなたが命じなかったミサイルごとに世界経済がひるむ。","Dầu tăng vọt toàn cầu. Tàu chở dầu chuyển hướng vòng lục địa. Kinh tế thế giới giật mình với mỗi quả tên lửa bạn không ra lệnh.","19","0.5"
"102","PV_0005","BEAT_07_09","PHASE_PRESENT","CONFLICT","NARRATION","The civilian president is pushed aside. His desk is clean now. The guard commander's desk has six screens and three encrypted phones.","文民大統領は脇に追いやられる。彼のデスクは今きれいだ。防衛隊司令官のデスクには六つのスクリーンと三つの暗号化電話。","Tổng thống dân sự bị gạt sang bên. Bàn ông giờ trống. Bàn tư lệnh vệ binh có sáu màn hình và ba điện thoại mã hoá.","20","0.5"
"103","PV_0005","BEAT_07_09","PHASE_PRESENT","CONFLICT","NARRATION","You were the gatekeeper for thirty years. Now the gate has been removed entirely. The guard walks in and out without knocking.","あなたは三十年間門番だった。今や門そのものが撤去された。防衛隊はノックせずに出入りする。","Bạn là người gác cổng ba mươi năm. Giờ cánh cổng bị tháo hoàn toàn. Vệ binh ra vào không cần gõ cửa.","18","0.5"
"104","PV_0005","BEAT_07_10","PHASE_PRESENT","CONSTRAINT","NARRATION","You give orders from a location no one can name. Through channels no one can trace. If you give orders at all.","名前のつけられない場所から命令を出す。追跡できないチャンネルを通じて。命令を出しているのなら。","Bạn ra lệnh từ nơi không ai đặt tên được. Qua kênh không ai truy được. Nếu bạn có ra lệnh.","17","0"
"105","PV_0005","BEAT_07_10","PHASE_PRESENT","CONSTRAINT","WEIGHT_LINE","That last part is the question no one asks out loud.","最後の部分は誰も声に出さない質問。","Phần cuối đó là câu hỏi không ai dám hỏi to.","10","1.5"
"106","PV_0005","BEAT_07_11","PHASE_PRESENT","CONSTRAINT","NARRATION","No press conference. No broadcast. No proof of life. The highest office in the republic — occupied by silence.","記者会見なし。放送なし。生存証明なし。共和国最高の職——沈黙が占める。","Không họp báo. Không phát sóng. Không bằng chứng sống. Chức vụ cao nhất nước cộng hoà — do sự im lặng nắm giữ.","14","0.5"
"107","PV_0005","BEAT_07_12","PHASE_PRESENT","REFLECT","NARRATION","The rumors multiply. You are in a wheelchair. You are dead. You fled to a neighboring ally. You never existed — just a name on a door that was always locked.","噂が増殖する。車椅子にいる。死んでいる。隣の同盟国に逃げた。存在しなかった——常に閉じられたドアの名前だけ。","Tin đồn nhân lên. Bạn trên xe lăn. Bạn đã chết. Bạn trốn sang nước đồng minh láng giềng. Bạn chưa bao giờ tồn tại — chỉ là cái tên trên cánh cửa luôn khoá.","25","0.5"
"108","PV_0005","BEAT_07_13","PHASE_PRESENT","REFLECT","NARRATION","The guard prints posters with your title. Not your face. They salute the poster. Not the person.","防衛隊があなたの称号のポスターを印刷する。顔ではない。ポスターに敬礼する。人ではない。","Vệ binh in áp phích với danh hiệu bạn. Không phải mặt bạn. Họ chào áp phích. Không phải con người.","15","0"
"109","PV_0005","BEAT_07_13","PHASE_PRESENT","REFLECT","WEIGHT_LINE","They may not need you alive. Just named.","あなたが生きている必要はないかもしれない。名前があれば。","Có thể họ không cần bạn sống. Chỉ cần có tên.","9","1.5"
"110","PV_0005","BEAT_07_14","PHASE_PRESENT","REFLECT","NARRATION","Your father ruled for thirty-seven years. His face hung on every wall in every government building in every city.","父は三十七年間統治した。彼の顔はすべての都市のすべての政府ビルのすべての壁に掛かっていた。","Cha bạn cai trị ba mươi bảy năm. Mặt ông treo trên mọi bức tường trong mọi toà nhà chính phủ ở mọi thành phố.","16","0.5"
"111","PV_0005","BEAT_07_14","PHASE_PRESENT","REFLECT","NARRATION","You wonder sometimes whether the chair is the power or whether the power was always the shadow beside it. Your father knew. You're not sure you do.","椅子が権力なのか、それとも権力はいつもその横の影だったのか時々考える。父は知っていた。あなたは確信がない。","Đôi khi bạn tự hỏi liệu chiếc ghế là quyền lực hay quyền lực luôn là cái bóng bên cạnh nó. Cha bạn biết. Bạn không chắc mình biết.","22","0.5"
"112","PV_0005","BEAT_07_15","PHASE_PRESENT","REFLECT","NARRATION","You have ruled for less than two months. No one knows what you look like.","あなたは二ヶ月未満統治している。誰もあなたの容姿を知らない。","Bạn cai trị chưa đầy hai tháng. Không ai biết mặt bạn trông như thế nào.","13","0"
"113","PV_0005","BEAT_07_15","PHASE_PRESENT","REFLECT","NARRATION","For a moment — reports coming in from three fronts and the lights flickering and someone on a radio speaking a language you used to understand but right now it's just sound — you lose the thread. Everything turns to static. Then your left hand moves. And it's back.","一瞬——三つの前線から報告が入り、ライトが点滅し、ラジオで誰かがかつて理解した言語を話しているが今はただの音——糸を失う。すべてがノイズになる。それから左手が動く。戻ってくる。","Một khoảnh khắc — báo cáo từ ba mặt trận đổ về và đèn nhấp nháy và ai đó trên radio nói thứ ngôn ngữ bạn từng hiểu nhưng giờ chỉ là âm thanh — bạn mất mạch. Mọi thứ hoá nhiễu. Rồi tay trái bạn cử động. Và nó trở lại.","40","0.5"
"114","PV_0005","BEAT_07_16","PHASE_PRESENT","WEIGHT_LINE","WEIGHT_LINE","The shadow became the throne. And the throne is empty.","影が玉座になった。そして玉座は空だ。","Cái bóng đã trở thành ngai. Và ngai thì trống.","10","2.0"
"115","PV_0005","BEAT_08_01","CALLBACK_CLOSE","CALLBACK","NARRATION","The room is the same. The one from the beginning.","部屋は同じ。最初の部屋。","Căn phòng vẫn vậy. Căn phòng từ đầu.","8","0"
"116","PV_0005","BEAT_08_01","CALLBACK_CLOSE","CALLBACK","NARRATION","No windows. No address. Just you and the dim light and the chair.","窓なし。住所なし。あなたと薄暗い光と椅子だけ。","Không cửa sổ. Không địa chỉ. Chỉ bạn và ánh đèn mờ và chiếc ghế.","10","0.5"
"117","PV_0005","BEAT_08_02","CALLBACK_CLOSE","CALLBACK","NARRATION","Your father once told you: true power doesn't need to be seen.","父がかつて言った：真の権力は見られる必要がない。","Cha bạn từng nói: quyền lực thật không cần ai nhìn thấy.","10","0.5"
"118","PV_0005","BEAT_08_03","CALLBACK_CLOSE","CALLBACK","NARRATION","You lived your entire life by that sentence. Shadow at ten. Shadow at twenty. Shadow at fifty-six.","その言葉通りに生涯を生きた。十歳で影。二十歳で影。五十六歳で影。","Bạn sống cả đời theo câu đó. Bóng tối lúc mười. Bóng tối lúc hai mươi. Bóng tối lúc năm mươi sáu.","16","0.5"
"119","PV_0005","BEAT_08_03","CALLBACK_CLOSE","CALLBACK","NARRATION","You were the shadow at ten — hiding behind your father's robes. The shadow at thirty — whispering into phones. The shadow at fifty-six — and now the shadow sits on the throne and the throne casts no light.","十歳で影——父のローブの後ろに隠れていた。三十歳で影——電話にささやいていた。五十六歳の影——そして今影が玉座に座り、玉座は光を放たない。","Bạn là bóng lúc mười tuổi — nấp sau áo choàng cha. Bóng lúc ba mươi — thì thầm vào điện thoại. Bóng lúc năm mươi sáu — và giờ bóng ngồi lên ngai mà ngai không toả sáng.","34","0.5"
"120","PV_0005","BEAT_08_04","CALLBACK_CLOSE","REFLECT","NARRATION","Now you are the proof that he was right. Or the counter-proof that shadows were never meant to rule.","今やあなたが彼が正しかった証拠。あるいは影は統治するためのものではなかったという反証。","Giờ bạn là bằng chứng ông đúng. Hoặc là phản bằng chứng rằng bóng tối chưa bao giờ nên cai trị.","16","0.5"
"121","PV_0005","BEAT_08_05","CALLBACK_CLOSE","CALLBACK","NARRATION","A revolution made a republic. The republic made a dynasty. The dynasty made a ghost.","革命が共和国を作った。共和国が王朝を作った。王朝が幽霊を作った。","Cách mạng tạo ra cộng hoà. Cộng hoà tạo ra triều đại. Triều đại tạo ra bóng ma.","12","0"
"122","PV_0005","BEAT_08_05","CALLBACK_CLOSE","CALLBACK","NARRATION","Your father sat in the chair for thirty-seven years and the revolution survived. You sit in the shadow of the chair and the revolution is a family name.","父は三十七年間椅子に座り革命は生き延びた。あなたは椅子の影に座り革命は姓になった。","Cha bạn ngồi trên ghế ba mươi bảy năm và cách mạng tồn tại. Bạn ngồi trong bóng chiếc ghế và cách mạng trở thành họ gia đình.","24","0.5"
"123","PV_0005","BEAT_08_06","CALLBACK_CLOSE","CTA","WEIGHT_LINE","You are that ghost.","あなたがその幽霊だ。","Bạn là bóng ma đó.","4","0"
"124","PV_0005","BEAT_08_06","CALLBACK_CLOSE","CTA","NARRATION","If you are still alive.","あなたがまだ生きているなら。","Nếu bạn vẫn còn sống.","6","2.0"
