Clip_ID,Source_Strip,Start_VO_ID,End_VO_ID,Duration_Sec,Camera_Movement,Animation_Note,Veo_Prompt
PV_0016_C056,PV_0016_056,192,193,6.5,STATIC,"Text fades in: 'This person was taken.' - otherwise static.","Bold white text on dark black background: 'This person was taken.' Fixed camera, no movement. Text fades in word by word - otherwise static. Minimalist stickman animation, flat illustration style, dark background. Duration: 6.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C057,PV_0016_057,194,197,6.2,SLOW_ZOOM_IN,"Faceless suit stickman blocks doorway - surgeon stickman takes half step back. Tension.","Surgeon stickman facing faceless heavy-build suit stickman blocking basement doorway with gold rings visible, harsh lamp behind. Slow, gentle zoom in toward subject, 10% zoom over full duration. Faceless suit stickman blocks doorway - surgeon stickman takes half step back. Tension. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C058,PV_0016_058,198,201,5.8,SLOW_ZOOM_IN,"Faceless suit stickman points back toward operating room - surgeon stickman turns back defeated.","Faceless heavy suit stickman pointing toward operating table as surgeon stickman turns back into basement corridor with harsh light from operating room. Slow, gentle zoom in toward subject, 10% zoom over full duration. Faceless suit stickman points back toward operating room - surgeon stickman turns back defeated. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C059,PV_0016_059,202,204,5.6,SLOW_ZOOM_IN,"Surgeon stickman looks up at buzzing lamp - lamp flickers slightly. Otherwise still.","Surgeon stickman standing alone in operating room looking up at buzzing overhead lamp with faceless victim on table in background. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman looks up at buzzing lamp - lamp flickers slightly. Otherwise still. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C060,PV_0016_060,205,207,5.2,SLOW_ZOOM_IN,"Surgeon stickman's gloved hands move instruments with mechanical precision - no hesitation.","Close-up of surgeon stickman's gloved hands performing surgery with perfect steadiness under harsh overhead lamp. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman's gloved hands move instruments with mechanical precision - no hesitation. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C061,PV_0016_061,208,210,4.6,SLOW_ZOOM_IN,"Surgeon stickman pauses mid-surgery - one hand hovers then continues. Moment of internal skip.","Surgeon stickman pausing mid-surgery with one hand hovering over instrument, background fading to cold grey vignette. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman pauses mid-surgery - one hand hovers then continues. Moment of internal skip. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 4.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C062,PV_0016_062,211,211,5.5,STATIC,"Text fades in: 'That is the worst part.' - otherwise static.","Bold white text on dark black background: 'That is the worst part.' Fixed camera, no movement. Text fades in - otherwise static. Minimalist stickman animation, flat illustration style, dark background. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C063,PV_0016_063,212,213,5.6,SLOW_ZOOM_IN,"Surgeon stickman's hands move mechanically - head slightly turned away. Body-mind split.","Surgeon stickman's hands moving mechanically during surgery while head is turned away, body-mind split visual. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman's hands move mechanically - head slightly turned away. Body-mind split. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C064,PV_0016_064,214,215,5.5,SLOW_ZOOM_IN,"Surgeon stickman stands motionless - instruments set down. Empty table. Absolute stillness.","Surgeon stickman standing still beside empty operating table with instruments set down on tray, harsh overhead lamp in basement operating room. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman stands motionless - instruments set down. Empty table. Absolute stillness. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C065,PV_0016_065,216,221,5.1,SLOW_ZOOM_IN,"Surgeon stickman washes hands methodically - left over right, between fingers. Ritual motion.","Surgeon stickman washing hands at basement sink with methodical left-over-right motion in washroom with fluorescent light and mirror. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman washes hands methodically - left over right, between fingers. Ritual motion. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C066,PV_0016_066,222,225,5.1,STATIC,"Split composition - left panel (memory) and right panel (present) both show hand-washing. Crossfade.","Split composition showing younger surgeon washing hands in bright hospital (left) and current surgeon washing hands in dim basement (right), clean vertical divider. Fixed camera, no movement. Left panel fades, right panel fades in - crossfade transition. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C067,PV_0016_067,226,227,6.5,STATIC,"Text fades in: 'But you have.' - otherwise static.","Bold white text on dark black background: 'But you have.' Fixed camera, no movement. Text fades in - otherwise static. Minimalist stickman animation, flat illustration style, dark background. Duration: 6.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C068,PV_0016_068,228,230,4.6,SLOW_PAN_RIGHT,"Camera pans across envelopes and scattered calendar pages - time passing montage.","Multiple cash envelopes stacked on basement table with calendar pages scattered, blurred faceless donors in background, surgeon barely visible. Slow horizontal pan right, steady pace. Camera pans across envelopes and scattered calendar pages - time passing montage. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 4.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C069,PV_0016_069,231,233,5.2,SLOW_PAN_RIGHT,"Surgeon stickman walks past donors without looking - camera follows. Mirror reflection briefly visible.","Surgeon stickman walking through basement corridor past faceless donors without looking, reflection in corridor mirror. Slow horizontal pan right, steady pace. Surgeon stickman walks past donors without looking - camera follows. Mirror reflection briefly visible. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C070,PV_0016_070,234,236,5.6,SLOW_ZOOM_IN,"Surgeon stickman stands still - thought bubble appears showing family scene then dissolves. Amber fades.","Surgeon stickman standing still with fading thought bubble showing hospital family scene, warm amber glow dissolving at edges. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman stands still - thought bubble appears showing family scene then dissolves. Amber fades. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C071,PV_0016_071,237,240,6.2,SLOW_PAN_RIGHT,"Surgeon stickman stands motionless outside locked building - holds expired document. Wind effect.","Surgeon stickman standing outside locked hospital building holding expired document, grey overcast sky with empty parking lot. Slow horizontal pan right, steady pace. Surgeon stickman stands motionless outside locked building - holds expired document. Wind effect. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C072,PV_0016_072,241,243,4.8,SLOW_ZOOM_IN,"Surgeon stickman's mouth opens slightly as if to speak - then closes. No words. Micro-movement.","Surgeon stickman sitting alone in dim room with mouth slightly open as if trying to speak, empty chair opposite. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman's mouth opens slightly as if to speak - then closes. No words. Micro-movement. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 4.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C073,PV_0016_073,244,247,4.6,SLOW_PAN_RIGHT,"Surgeon stickman eats mechanically - fork moves in repetitive motion. Calendar stuck on same month.","Surgeon stickman eating lunch alone at small table in basement break room with calendar stuck on same month and fluorescent light. Slow horizontal pan right, steady pace. Surgeon stickman eats mechanically - fork moves in repetitive motion. Calendar stuck on same month. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 4.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C074,PV_0016_074,248,253,6.2,SLOW_ZOOM_IN,"Surgeon stickman holds phone loosely - thumb hovers over screen but never dials. Breathing only.","Surgeon stickman sitting on narrow cot holding phone loosely in basement living quarters with single bare bulb and concrete walls. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman holds phone loosely - thumb hovers over screen but never dials. Breathing only. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C075,PV_0016_075,254,257,5.1,SLOW_ZOOM_IN,"Surgeon stickman blinks - edges of room blur momentarily then refocus. Near-break micro-movement.","Surgeon stickman blinking in break room with momentary blur effect at edges, fluorescent lights and air vent. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman blinks - edges of room blur momentarily then refocus. Near-break micro-movement. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 5.1 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C076,PV_0016_076,258,262,6.6,SLOW_ZOOM_IN,"Surgeon stickman looks down at outstretched hands - left hand warm glow, right hand cold grey. Breathing.","Surgeon stickman looking down at own outstretched hands with split visual showing warm memory glow and cold grey, amber fading to grey. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman looks down at outstretched hands - left hand warm glow, right hand cold grey. Breathing. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C077,PV_0016_077,263,265,3.5,SLOW_ZOOM_IN,"Surgeon stickman flexes fingers mechanically - precise repetitive movement. Empty room.","Surgeon stickman flexing fingers mechanically in dim basement room with bare walls and single light. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman flexes fingers mechanically - precise repetitive movement. Empty room. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 3.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C078,PV_0016_078,266,267,5.5,STATIC,"Text fades in: 'Everything else is gone.' - otherwise static.","Bold white text on dark charcoal background: 'Everything else is gone.' Fixed camera, no movement. Text fades in - otherwise static. Minimalist stickman animation, flat illustration style, dark background. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C079,PV_0016_079,268,271,6.9,SLOW_ZOOM_IN,"Surgeon stickman's hands tremble then steady on scalpel - mirror of opening scene. Deliberate echo.","Surgeon stickman in scrubs standing over operating table, hands trembling then gripping scalpel steady in underground clinic mirroring opening scene. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman's hands tremble then steady on scalpel - mirror of opening scene. Deliberate echo. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C080,PV_0016_080,272,273,5.5,STATIC,"Text fades in two lines: 'You are a doctor.' then 'You were a doctor.' - otherwise static.","Bold white text on dark charcoal background in two lines: 'You are a doctor.' then smaller 'You were a doctor.' Fixed camera, no movement. Text fades in line by line - otherwise static. Minimalist stickman animation, flat illustration style, dark background. Duration: 5.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C081,PV_0016_081,274,275,6.5,SLOW_ZOOM_IN,"Surgeon stickman stands alone in empty room - warm lamp glow shifts subtly suggesting fading memory.","Surgeon stickman standing alone in empty basement operating room with warm dim light suggesting fading oath memory, steel table and turned-off lamp. Slow, gentle zoom in toward subject, 10% zoom over full duration. Surgeon stickman stands alone in empty room - warm lamp glow shifts subtly suggesting fading memory. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0016_C082,PV_0016_082,276,277,6.5,STATIC,"Text fades in: 'The rest of you forgot.' - tiny precise hand silhouette appears. Otherwise static.","Bold white text on dark black background: 'The rest of you forgot.' with tiny stickman hand silhouette. Fixed camera, no movement. Text fades in - hand silhouette appears. Otherwise static. Minimalist stickman animation, flat illustration style, dark background. Duration: 6.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
