VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,Word_Count_EN,Pause_After
239,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,NARRATION,"Every number.",2,0
240,PV_0014,BEAT_04_05,PHASE_CRISIS,REFLECT,WEIGHT_LINE,"Every lie.",2,2.0
241,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"The trial lasts four weeks.",5,0
242,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"Every day you sit in a suit you didn't choose.",9,0
243,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"First piece of clothing in your life someone else picked.",9,0.5
244,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"Your hair is short now.",5,0
245,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"A barber in the jail did it.",6,0
246,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"You didn't ask for a mirror.",6,0.5
247,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"You listen to people describe you.",6,0
248,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"They use words you don't recognize.",6,0
249,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"Fraud.",1,0
250,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"Conspiracy.",1,0
251,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"Wire theft.",2,0.5
252,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"You look at your hands.",5,0
253,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,NARRATION,"They look the same.",4,0
254,PV_0014,BEAT_05_01,PHASE_RESOLUTION,REFLECT,WEIGHT_LINE,"But nothing else does.",4,1.5
255,PV_0014,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,"Your parents sit in the front row.",6,0
256,PV_0014,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,"Every day.",2,0.5
257,PV_0014,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,"Two professors who taught you how to think.",7,0
258,PV_0014,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,"Who taught you about systems and consequences.",6,0
259,PV_0014,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,"Now they watch the prosecution read your own words back to you - every speech about saving the world, every interview about giving it all away.",24,0.5
260,PV_0014,BEAT_05_02,PHASE_RESOLUTION,REFLECT,WEIGHT_LINE,"Used as evidence that you knew exactly what you were doing.",10,1.5
261,PV_0014,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,"Your mother stares straight ahead.",5,0
262,PV_0014,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,"Your father takes notes.",4,0
263,PV_0014,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,"You try to remember what you said at the last dinner you had together - the one before everything collapsed.",18,0
264,PV_0014,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,"You can't.",2,0
265,PV_0014,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,"You don't look at them.",5,0
266,PV_0014,BEAT_05_02,PHASE_RESOLUTION,REFLECT,NARRATION,"Not once.",2,1.0
267,PV_0014,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,"Guilty.",1,0.5
268,PV_0014,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,"Seven counts.",2,0
269,PV_0014,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,"The judge says twenty-five years.",5,1.0
270,PV_0014,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,"Everyone trusted you.",3,0
271,PV_0014,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,WEIGHT_LINE,"Everyone was wrong.",3,1.5
272,PV_0014,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,NARRATION,"You spent your entire life becoming the person who could save the world.",12,0
273,PV_0014,BEAT_05_03,PHASE_RESOLUTION,RESOLVE,WEIGHT_LINE,"Now you're just a defendant number.",6,1.5
274,PV_0014,BEAT_05_04,PHASE_RESOLUTION,RESOLVE,NARRATION,"The cell has no screen.",5,0
275,PV_0014,BEAT_05_04,PHASE_RESOLUTION,RESOLVE,NARRATION,"No game controller.",3,0
276,PV_0014,BEAT_05_04,PHASE_RESOLUTION,RESOLVE,NARRATION,"No arbitrage to run.",4,0
277,PV_0014,BEAT_05_04,PHASE_RESOLUTION,RESOLVE,NARRATION,"No system to optimize.",4,0
278,PV_0014,BEAT_05_04,PHASE_RESOLUTION,RESOLVE,NARRATION,"No one to save.",4,0.5
279,PV_0014,BEAT_05_04,PHASE_RESOLUTION,RESOLVE,NARRATION,"The walls are the same color as the ceiling.",8,0
280,PV_0014,BEAT_05_04,PHASE_RESOLUTION,RESOLVE,NARRATION,"You never noticed that before about rooms.",7,0.5
281,PV_0014,BEAT_05_04,PHASE_RESOLUTION,RESOLVE,NARRATION,"Twenty-six billion became zero.",4,0
282,PV_0014,BEAT_05_04,PHASE_RESOLUTION,RESOLVE,WEIGHT_LINE,"But zero was never yours either.",6,0
283,PV_0014,BEAT_05_04,PHASE_RESOLUTION,RESOLVE,NARRATION,"It belonged to eight million people who trusted you.",8,1.0
284,PV_0014,BEAT_05_04,PHASE_RESOLUTION,RESOLVE,NARRATION,"You don't like thinking about any of this.",8,1.0
285,PV_0014,BEAT_06_01,CALLBACK,CALLBACK,NARRATION,"The screen is off.",4,0
286,PV_0014,BEAT_06_01,CALLBACK,CALLBACK,NARRATION,"The room is dark.",4,0
287,PV_0014,BEAT_06_01,CALLBACK,CALLBACK,NARRATION,"No spread to capture.",4,0
288,PV_0014,BEAT_06_01,CALLBACK,CALLBACK,NARRATION,"No system to fix.",4,0
289,PV_0014,BEAT_06_01,CALLBACK,CALLBACK,NARRATION,"No philosophy to justify what comes next.",6,1.0
290,PV_0014,BEAT_06_01,CALLBACK,CALLBACK,NARRATION,"Just a room.",3,0
291,PV_0014,BEAT_06_01,CALLBACK,CALLBACK,WEIGHT_LINE,"And the quiet.",3,1.5
292,PV_0014,BEAT_06_02,CALLBACK,CTA,NARRATION,"You wanted to become the person who saves the world.",9,0.5
293,PV_0014,BEAT_06_02,CALLBACK,CTA,WEIGHT_LINE,"You couldn't save yourself.",4,2.0
