Clip_ID,Source_Strip,Start_VO_ID,End_VO_ID,Duration_Sec,Camera_Movement,Animation_Note,Veo_Prompt
PV_0014_C061,PV_0014_061,177,178,10.2,SLOW_ZOOM_OUT,"Camera pulls back from buildings revealing hidden underground tunnel with glowing stream","Two glass tower buildings on Caribbean coast connected by hidden underground tunnel with golden dollar stream flowing through. Slow, gentle zoom out revealing full architectural scale of hidden connection. Golden stream flows. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C062,PV_0014_062,179,183,8.8,SLOW_ZOOM_IN,"Penthouse group: all faceless figures look in different directions, heavy silence, no one moves much","Tall stickman with wild curly hair in penthouse with four faceless figures - girlfriend with glasses, co-founder, best friend. All looking different directions. Slow, gentle zoom in toward group, 10% zoom over full duration. Heavy silence, minimal movement. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C063,PV_0014_063,184,185,6,SLOW_ZOOM_IN,"Subject leans forward toward spreadsheet on desk, wanting to believe the numbers","Tall stickman with wild curly hair staring at printed spreadsheet with correct-looking numbers. Leaning forward wanting to believe. Slow, gentle zoom in toward subject, 10% zoom over full duration. Subject leans forward toward paper. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C064,PV_0014_064,186,188,10.7,SLOW_ZOOM_IN,"Subject stands rigid, shoulders hunched, reflection in dark monitor shows distorted heroic self-image","Tall stickman with wild curly hair standing rigid, shoulders near ears. Dark monitor showing heroic silhouette reflection. Background fades to cold grey. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly, otherwise still. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 10.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C065,PV_0014_065,189,189,2.3,SLOW_ZOOM_IN,"Close-up of shoulders rising back up toward ears involuntarily","Close-up of subject's upper body - shoulders rising automatically toward ears despite attempt to lower. Wild curly hair, T-shirt collar. Slow, gentle zoom in toward shoulders, 10% zoom over full duration. Shoulders rise involuntarily. Minimalist stickman animation, flat illustration style. Duration: 2.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C066,PV_0014_066,190,194,10.7,SLOW_ZOOM_IN,"Subject trapped between expanding pit and sealed door, walls close in, red counters climb","Tall stickman with wild curly hair trapped between dark expanding pit and sealed door. Red loss counters on walls climbing. Claustrophobic. Slow, gentle zoom in toward subject, 10% zoom over full duration. Pit expands, walls close in. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 10.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C067,PV_0014_067,195,196,9.3,STATIC,"Text fades in line by line - otherwise static","Dark charcoal background fading to black. Bold white text centered. Cold atmosphere. Fixed camera, no movement. Text fades in line by line. Minimalist typography animation, flat design. Duration: 9.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C068,PV_0014_068,197,198,6.2,SLOW_ZOOM_IN,"Subject looks at bright screen, dark courtroom shadow grows on opposite wall unbidden","Tall stickman with wild curly hair looking at screen showing imagined landing. Dark courtroom shadow forming on opposite wall. Slow, gentle zoom in toward subject, 10% zoom over full duration. Shadow grows on wall. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C069,PV_0014_069,199,202,9.7,SLOW_ZOOM_IN,"Subject stares at phone screen in shock, notifications appear on surrounding screens","Tall stickman with curly hair staring at phone showing exposed balance sheet. Dawn light through windows. Other screens normal. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman frozen in shock, notifications appear. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 9.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C070,PV_0014_070,203,205,8,SLOW_ZOOM_IN,"Subject grips phone tighter, screen glare intensifies, pulse point at wrist emphasized","Tall stickman with curly hair gripping phone, screen too bright. Pulse visible at wrist. Red alerts cascading on monitors. Slow, gentle zoom in toward subject, 10% zoom over full duration. Phone grip tightens, glare intensifies. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 8.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C071,PV_0014_071,206,210,10.7,SLOW_ZOOM_IN,"Withdrawal counter spins downward rapidly, vault empties, red warnings flash everywhere","Tall stickman before massive screen showing withdrawal counter spinning down. Six billion draining. Vault empty. Red warnings. Slow, gentle zoom in toward counter, 10% zoom over full duration. Counter spins, warnings flash. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 10.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C072,PV_0014_072,211,214,8.8,SLOW_ZOOM_IN,"Multiple stickmen sitting in dead silence, no one moves, screens show red numbers","Tall stickman with curly hair on couch. Multiple faceless stickmen sitting motionless in silence. Abandoned game controllers. All screens red. Slow, gentle zoom in toward group, 10% zoom over full duration. No one moves, dead silence. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C073,PV_0014_073,215,219,9.7,SLOW_ZOOM_IN,"Subject hunched forward, hand on chest, subtle heartbeat-skip ripple effect, AC hums above","Tall stickman with curly hair hunched on beanbag, hand pressed against chest. Heartbeat-skip ripple. AC vent humming. Background fades to cold grey. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly, hand on chest. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 9.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C074,PV_0014_074,220,222,10.8,SLOW_ZOOM_IN,"Subject reaches toward clock, hand frozen mid-air, clock hands keep moving","Tall stickman reaching toward wall clock, hand frozen mid-air unable to stop time. Screens behind showing continued losses. Slow, gentle zoom in toward subject, 10% zoom over full duration. Clock hands keep moving despite reaching. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 10.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C075,PV_0014_075,223,227,8.8,SLOW_ZOOM_IN,"Subject hunched over phone in dark room, body curved inward in desperate posture","Tall stickman with curly hair holding phone to ear in dark room. Hunched over desk, body curved. Desperation posture. Slow, gentle zoom in toward subject, 10% zoom over full duration. Subject hunched, phone pressed to ear. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C076,PV_0014_076,228,231,10.7,SLOW_PAN_RIGHT,"Competitor CEO stands up and walks away from table, leaving merger documents abandoned","Stickman at boardroom table. Imposing faceless competitor CEO pushing chair back, walking away. Team following. Merger documents abandoned. Slow horizontal pan right from subject toward departing team, steady pace. Competitor walks away. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 10.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C077,PV_0014_077,232,232,6.6,STATIC,"Text fades in, tiny stickman silhouette sinks slightly at bottom center","Black background with deep blue vignette. Bold white text centered. Tiny stickman sinking at bottom. Fixed camera, no movement. Text fades in, silhouette sinks slightly. Minimalist typography animation, flat design. Duration: 6.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C078,PV_0014_078,233,238,12,SLOW_ZOOM_IN,"Monitors go dark one by one in sequence like dominoes, police lights begin reflecting through windows","Tall stickman with curly hair holding phone typing. Exchange monitors going dark sequentially. Blue-red police lights through distant windows. Slow, gentle zoom in toward subject, 10% zoom over full duration. Monitors shut off in sequence, police lights grow. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 12.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C079,PV_0014_079,239,240,6.2,SLOW_ZOOM_OUT,"Subject opens door, camera pulls back revealing police formation and emergency lights outside","Tall stickman with curly hair in cargo shorts opening penthouse door. Faceless police in formation outside. Blue-red emergency lights. Slow, gentle zoom out from doorway, revealing police formation. Door opens outward. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C080,PV_0014_080,241,244,9.3,SLOW_ZOOM_IN,"Subject in handcuffs escorted up courthouse steps by two federal agents","Tall stickman with shorter curly hair in ill-fitting suit, handcuffed, being escorted up courthouse steps by two faceless agents. Grand stone columns. Slow, gentle zoom in toward subject, 10% zoom over full duration. Subject walks up steps between agents. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 9.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C081,PV_0014_081,245,248,9.3,SLOW_ZOOM_IN,"Sequential ghost overlay of former allies at witness stand - co-founder, engineer, best friend appear and fade","Stickman with short cropped hair at defendant table. Ghost overlay: sequential faceless witnesses at stand - co-founder, engineer, best friend. Cool blue wash. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly, witnesses blur in sequence. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 9.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C082,PV_0014_082,249,251,9.3,SLOW_ZOOM_IN,"Ghost overlay of warm penthouse dinner dissolves slowly into cold courtroom reality","Stickman with short cropped hair at defendant table. Warm penthouse dinner memory overlay dissolving into cold courtroom reality. Two timelines in same space. Slow, gentle zoom in toward subject, 10% zoom over full duration. Memory fades, reality sharpens. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 9.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C083,PV_0014_083,252,255,10.2,SLOW_ZOOM_IN,"Subject lowers head as female witness at stand points toward evidence, tension line between them","Stickman with short cropped hair lowering head at defendant table. Faceless female with glasses at witness stand pointing toward evidence. Tension between them. Slow, gentle zoom in toward subject, 10% zoom over full duration. Head lowers slowly. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C084,PV_0014_084,256,257,3.8,SLOW_ZOOM_IN,"Evidence documents fan out across display, subject puts head in hands in background blur","Evidence documents fanning out across courtroom display. Subject stickman with short cropped hair at defendant table, head in hands in background blur. Slow, gentle zoom in toward documents, 10% zoom over full duration. Documents fan out. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 3.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C085,PV_0014_085,258,259,6.5,SLOW_PAN_RIGHT,"Subject walks into courtroom guided by lawyer, trial day one, stiff uncomfortable walk","Tall stickman with short cropped hair in dark suit entering courtroom with faceless lawyer. Grand federal courtroom. Four weeks ahead. Slow horizontal pan right, steady pace. Subject walks stiffly, guided by lawyer. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 6.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C086,PV_0014_086,260,263,10.7,SLOW_ZOOM_IN,"Subject pulls at tight tie uncomfortably, ghost of former self in cargo shorts fades in corner","Tall stickman with short cropped hair pulling at too-tight tie. Ghost overlay in corner: same stickman in cargo shorts with wild curly hair. Courtroom defendant area. Slow, gentle zoom in toward subject, 10% zoom over full duration. Subject pulls at tie, ghost fades. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 10.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C087,PV_0014_087,264,266,8.8,SLOW_ZOOM_IN,"Barber cuts wild curly hair off, clumps fall to floor, no mirror on wall","Tall stickman in barber chair. Faceless barber cutting wild curly hair with scissors. Hair clumps falling to floor. No mirror on bare concrete wall. Slow, gentle zoom in toward subject, 10% zoom over full duration. Hair falls, identity stripped. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 8.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C088,PV_0014_088,267,272,9.3,SLOW_ZOOM_IN,"Subject looks at own hands on table, translucent legal terminology words float around head","Tall stickman with short cropped hair looking at own hands on defendant table. Translucent word-shapes floating around head. Hands look same but nothing else does. Cold grey vignette. Slow, gentle zoom in toward hands, 10% zoom over full duration. Stickman breathes slightly, words float. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 9.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C089,PV_0014_089,273,273,3.3,STATIC,"Text fades in - otherwise static","Dark grey-black background with cold edges. Bold white text centered. Sparse. Fixed camera, no movement. Text fades in. Minimalist typography animation, flat design. Duration: 3.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C090,PV_0014_090,274,277,10.2,SLOW_ZOOM_IN,"Two professor figures in front row sit stoically, not looking at each other, father writes notes","Two faceless professor stickmen in courtroom front row. Father writing notes on pad mechanically. Mother staring rigidly ahead. Subject stickman at defendant table in background blur. Cold grey vignette. Slow, gentle zoom in toward parents, 10% zoom over full duration. Father writes, mother stares. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C091,PV_0014_091,278,278,11.6,SLOW_PAN_RIGHT,"Prosecutor points at projection screen showing old speeches, subject bows head in background","Faceless prosecutor at podium pointing at large courtroom projection screen displaying old speech quotations. Subject with short cropped hair at defendant table, head bowing. Slow horizontal pan right from prosecutor to screen to subject, steady pace. Prosecutor points, words weaponized. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 11.6 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C092,PV_0014_092,279,281,10.3,SLOW_ZOOM_IN,"Mother stares ahead frozen, father writes notes mechanically, evidence screen glows behind them","Faceless mother staring ahead rigid. Faceless father next to her writing notes mechanically on pad. Evidence screen with past speeches visible behind. Bittersweet warm amber edges. Slow, gentle zoom in toward parents, 10% zoom over full duration. Father writes, mother frozen. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 10.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C093,PV_0014_093,282,284,10.2,SLOW_ZOOM_IN,"Subject eyes closed trying to recall, ghost dinner memory above dissolves into particles","Tall stickman with short cropped hair sitting at defendant table, eyes closed. Transparent ghost family dinner scene above rapidly blurring and dissolving into particles. Memory unreachable. Slow, gentle zoom in toward subject, 10% zoom over full duration. Memory dissolves, subject strains. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 10.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C094,PV_0014_094,285,286,4.2,SLOW_ZOOM_IN,"Subject eyes fixed firmly downward, parents in peripheral blur, deliberate avoidance","Tall stickman with short cropped hair, eyes fixed downward at table. Two faceless parent figures in gallery blur behind. Deliberate avoidance. Cold grey vignette. Slow, gentle zoom in toward subject, 10% zoom over full duration. Eyes stay down, no look up. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 4.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C095,PV_0014_095,287,291,8.9,SLOW_ZOOM_IN,"Judge brings gavel down, subject remains completely motionless at defendant table, no reaction","Tall stickman with short cropped hair motionless at defendant table. Faceless judge at elevated bench bringing gavel down. Sentencing moment. Cold grey vignette. Slow, gentle zoom in toward subject, 10% zoom over full duration. Gavel falls, subject does not move. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 8.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C096,PV_0014_096,292,295,9.8,SLOW_PAN_RIGHT,"Gallery reacts behind motionless subject, people stand and move but subject sits unchanged","Tall stickman with short cropped hair unchanged at defendant table post-sentencing. Faceless gallery figures standing, moving behind. Subject perfectly still. Slow horizontal pan right across courtroom scene, steady pace. Gallery reacts, subject unchanged. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 9.8 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C097,PV_0014_097,296,297,7,SLOW_PAN_RIGHT,"Subject at processing counter receiving ID badge, corrections officer hands it over","Tall stickman with short cropped hair at prison intake counter. Faceless corrections officer handing over badge. Concrete walls, fluorescent lighting. Slow horizontal pan right, steady pace. Badge handed over, identity reduced. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 7.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C098,PV_0014_098,298,298,4.3,STATIC,"Text fades in, tiny stickman silhouette with cropped hair at bottom center - very small","Dark charcoal-black background. Bold white text centered. Tiny stickman silhouette with cropped hair at bottom center. Fixed camera, no movement. Text fades in, silhouette remains still. Minimalist typography animation, flat design. Duration: 4.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C099,PV_0014_099,299,302,9.2,SLOW_ZOOM_IN,"Subject stands in bare prison cell looking around slowly, harsh fluorescent light hums","Tall stickman with short cropped hair in orange prison uniform standing in bare cell. Concrete walls, harsh fluorescent tube. No screens, no controllers. Cold grey vignette. Slow, gentle zoom in toward subject, 10% zoom over full duration. Subject looks around slowly. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 9.2 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C100,PV_0014_100,303,305,7.9,SLOW_ZOOM_IN,"Subject looks up at ceiling same color as walls, everything same grey, no stimulation","Tall stickman with short cropped hair in orange prison uniform looking up at ceiling. Same grey concrete as walls. Empty cell. Metal bunk. Cold grey vignette. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman looks up slowly, then down. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 7.9 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C101,PV_0014_101,306,308,8.3,SLOW_ZOOM_IN,"Ghost counter visualization on bare wall: massive number falling to zero behind subject","Tall stickman with short cropped hair in orange prison uniform looking at bare wall. Ghostly counter overlay showing number falling from massive to zero. Grey prison wall behind numbers. Slow, gentle zoom in toward wall visualization, 10% zoom over full duration. Counter falls, wall remains bare. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 8.3 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C102,PV_0014_102,309,310,9.4,SLOW_ZOOM_OUT,"Camera pulls back from subject revealing eight million ghost silhouettes surrounding zero symbol","Tall stickman with short cropped hair in orange prison uniform standing tiny at center of vast space. Eight million faint silhouettes radiating outward. Zero floating above. Slow, gentle zoom out revealing full scale of ghost crowd. Subject tiny. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 9.4 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C103,PV_0014_103,311,315,9.7,SLOW_PAN_RIGHT,"Subject sits on bunk in near-total darkness, only thin light strip under door visible","Tall stickman with short cropped hair in orange prison uniform sitting on metal bunk in near-dark cell. No screen glow. Only thin light strip under heavy metal door. Absolute stillness. Slow horizontal pan right, steady pace. Subject sits in darkness, light strip under door. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 9.7 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C104,PV_0014_104,316,318,8,SLOW_ZOOM_IN,"Subject hunched on bunk edge, hands between knees, no glow, just existing in quiet room","Tall stickman with short cropped hair in orange prison uniform hunched on bunk edge, hands between knees. No philosophy left. No screen glow. Warm white soft edges fading. Slow, gentle zoom in toward subject, 10% zoom over full duration. Stickman breathes slightly, otherwise still. Minimalist stickman animation, flat illustration style, semi-realistic painted background. Duration: 8.0 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
PV_0014_C105,PV_0014_105,319,320,8.5,STATIC,"Text fades in line by line - main line first, secondary follow. Warm white glow from center","Dark black background fading to warm grey. Bold white text centered. Smaller grey secondary line below. Soft warm glow from center. Tiny stickman silhouette with cropped hair at bottom. Fixed camera, no movement. Text fades in line by line. Minimalist typography animation, flat design. Duration: 8.5 seconds. Slow, smooth movement throughout. --no fast cuts, no realistic human faces, no photorealism, no shaky camera"
